,Produto,EAN,Marca,Descrição
42,Puran T4 50Mcg 30Comprimidos,7897595901316,AVENTIS - OL,"Para que serve o Puran T4?Este medicamento é destinado à:Terapia de reposição ou suplementação hormonal (de hormônio) em pacientes com hipotireoidismo (produção insuficiente de hormônio pela glândula tireoide) de qualquer causa (exceto no hipotireoidismo transitório, durante a fase de recuperação de tireoidite subaguda-doença inflamatória da glândula tireoide). Nesta categoria incluem-se: cretinismo (condição que ocorre na infância ou na fase de amamentação devido à deficiência de hormônios da tireoide na fase fetal), mixedema (associado ao hipotireoidismo, é caracterizado pela pele seca e áspera, lábios inchados e nariz espessado) e hipotireoidismo comum em pacientes de qualquer idade (crianças, adultos e idosos) ou fase (por exemplo, gravidez); hipotireoidismo primário resultante de redução da função da tireoide; diminuição primária da tireoide; remoção total ou parcial da glândula tireoide, com ou sem bócio (aumento perceptível da tireoide); hipotireoidismo secundário (da glândula hipófise) ou terciário (do hipotálamo, que é uma região do cérebro que controla o sistema endócrino).Supressão do TSH hipofisário (hormônio estimulante da tireoide ou tireotropina) no tratamento ou prevenção dos vários tipos de bócios eutireoidianos (bócio decorrente do aumento de TSH), inclusive nódulos tireoidianos, tireoidite linfocítica subaguda ou crônica (tireoidite de Hashimoto/tireoidite autoimune) e carcinomas foliculares e papilares (tumores malignos) da tireoide dependentes de tireotropina.Ao diagnóstico nos testes de supressão, auxiliando no diagnóstico da suspeita de hipertireoidismo (produção excessiva de hormônio pela glândula tireoide) leve ou de glândula tireoide autônoma.Como usar o Puran T4?USO ORAL.USO ADULTO E PEDIÁTRICO.As doses administradas de PURAN T4 variam de acordo com o grau de hipotireoidismo, a idade do paciente e a tolerabilidade individual. A fim de se adaptar a posologia, é recomendável antes de iniciar o tratamento efetuar as dosagens do (T3), (T4) e do TSH.Você deve tomar os comprimidos com líquido, por via oral.Uso adultoHipotireoidismo:PURAN T4 deve ser administrado em doses baixas (50 mcg/dia) que serão aumentadas de acordo com as condições cardiovasculares do paciente.Dose inicial:50 mcg/dia, aumentando-se 25 mcg a cada 2 ou 3 semanas até que o efeito desejado seja alcançado. Em pacientes com hipotireoidismo de longa data, particularmente com suspeita de alterações cardiovasculares, a dose inicial deverá ser ainda mais baixa (25 mcg/dia).Manutenção:recomenda-se 75 a 125 mcg diários sendo que alguns pacientes, com má absorção, podem necessitar de até 200 mcg/dia. A maioria dos pacientes não exige doses superiores a 150 mcg/dia. A falta de resposta às doses de 200 mcg/dia sugere má absorção, não obediência ao tratamento ou erro diagnóstico.Supressão do TSH (câncer de tireoide) / nódulos / bócios eutireoidianos em adultos:Dose supressiva média de levotiroxina (T4): 2,6 mcg/kg/dia, durante 7 a 10 dias. Essa dose geralmente é suficiente para obter normalização dos níveis de T3 e T4 no organismo e falta de resposta à ação do TSH. A levotiroxina sódica deve ser empregada com cautela em pacientes com suspeita de glândula tireoide independente, considerando que a ação dos hormônios exógenos (de origem externa ao organismo) pode somar-se aos hormônios de fonte endógena (originários do organismo).Uso pediátricoNo recém-nascido, a posologia inicial deverá ser de 5 a 6 mcg/kg/dia em função da dosagem dos hormônios circulantes. Na criança a posologia deve ser estabelecida em função dos resultados das dosagens hormonais e em geral é de 3 mcg/kg/dia.Os comprimidos de PURAN T4 devem ser ingeridos com estômago vazio (1 hora antes ou 2 horas após o café da manhã ou ingestão de alimento), a fim de aumentar sua absorção.Para as crianças com dificuldades de ingerir os comprimidos, estes devem ser triturados e dissolvidos em pequena quantidade de água. Esta suspensão pode ser administrada em colher ou conta-gotas. Os comprimidos triturados podem também ser administrados com pequenas quantidades de alimentos (cereais, sucos, etc.). Esta suspensão preparada não pode ser guardada para uso posterior.Não há estudos dos efeitos de PURAN T4 administrado por vias não recomendadas. Portanto, por segurança e para garantir a eficácia deste medicamento, a administração deve ser somente por via oral, conforme recomendado pelo médico.Pacientes idososNo idoso, a integridade do sistema cardiovascular pode estar comprometida. Por isso, neste paciente a terapia com PURAN T4 deve ser iniciada com doses baixas, como por exemplo: 25-50 mcg/dia.Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.Quando não devo usar o Puran T4?PURAN T4 não deve ser utilizado em caso de: hipersensibilidade (alergia) aos componentes da fórmula, infarto do miocárdio recente, tireotoxicose não tratada (síndrome clínica, não tratada, resultante de níveis elevados de hormônio da tireoide), insuficiência suprarrenal (da glândula localizada sobre os rins) descompensada e hipertireoidismo não tratado.Não há contraindicação relativa a faixas etárias.PURAN T4 125MCG É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. PROCURE UM MÉDICO OU UM FARMACÊUTICO. LEIA A BULA."
43,Luftal Max 10Capsulas Gelatinosas,7896016804939,RECKITT,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
44,Dulcolax 20 Drágeas,7891058021528,BOEHRINGER - OL,
45,Koide D Xarope 120Ml,7891317015060,MOMENTA FARMACÊUTICA LTDA.,
46,Tadalafila 20mg 4 Comprimidos Cimed,7896523227443,CIMED,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
47,Citrato de Sildenafila 50mg 4 Comprimidos Neo Química,7896714226705,NEO QUIMICA - GENERICOS,
48,Citrato de Sildenafila 50mg 4 Comprimidos Medley,7896422525190,MEDLEY - GEN,
49,Lantus Solostar 3Ml,7891058003029,AVENTIS - OL,"SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO."
50,Luftal Gotas 30ML,7896016808302,RECKITT,
51,Histamin 2mg/5ml Xarope 100ml,7896714219318,NEO QUIMICA,
52,Alcool 70% Uniphar 50ml,7898031313465,UNIPHAR,"Para o que é indicado e para o que serve: Solução Antisséptico. Antisséptico de mãos. 

Contraindicações: Hipersensibilidade aos componentes da fórmula. 

Como Usar: Uso externo. Aplicar diretamente no local afetado, previamente limpo, com o auxílio, se desejar, de algodão ou gaze. 

Cuidados: Manter distante de fontes de calor."
53,Sal de Fruta Eno Tradicional 2 envelopes 5g cada,7896015560027,GLAXO SMITHKLINE - OTC,"Para que
serve o Eno Sal de Frutas?Eno Sal de Fruta é um antiácido indicado para
auxiliar na azia, má digestão e outros transtornos estomacais, tais como
excesso de acidez do estômago e indigestão ácida.Como
funciona o Eno Sal de Frutas?Os componentes do Sal de Frutas Eno quando
dissolvidos em água, reagem entre si, produzindo um sal de efeito antiácido,
capaz de iniciar a redução da acidez do estômago em 6 segundos.Como usar o
Eno Sal de Frutas?Quando
     os sintomas ocorrerem, você deve dissolver 5g (conteúdo de 1 envelope ou 1
     colher de chá) de Sal de Fruta Eno em um copo pequeno de água (200 ml) em
     temperatura ambiente.Espere
     completar a efervescência e beba de uma vez.Se
     necessário, repita a ingestão após 2 horas.ImportanteVocê
     não deve ultrapassar a dose diária máxima recomendada, de 2 envelopes ou 2
     colheres de chá deste medicamento a cada 24 horas.Para
     esta dose, o período máximo de uso é de 14 dias.Siga
     corretamente o modo de usar.Em
     casos de dúvidas sobre este medicamento, procure orientação do
     farmacêutico.Não
     desaparecendo os sintomas, procure orientação de seu médico ou
     cirurgião-dentista.EspecificaçõesSal de Fruta Eno está disponível em
6 sabores e 2 tamanhos:Sabores
     Original, Tutti-Frutti, Laranja, Abacaxi, Guaraná e Limão.Sachê
     com 2 doses ou frasco de 100g com 20 doses.Quando não devo usar Eno Sal de Frutas?Você não deve tomar este medicamento se tiver
história de alergia a quaisquer componentes da fórmula, se tiver pressão alta,
problemas no fígado, coração ou rins ou se seguir uma dieta restrita em sódio.Este
medicamento é contraindicado para menores de 12 anos de idade.SE
PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE
MEDICAMENTO SE VOCÊ TEM RESTRIÇÃO AO CONSUMO DE SAL, INSUFICIÊNCIA DOS RINS, DO
CORAÇÃO OU DO FÍGADO."
54,Ibuprofeno 600mg 20 Comprimidos Prati-Donaduzzi,7898148295159,PRATI-DONADUZZI,
55,Sonrisal 2Comprimidos Efervescente Limão,7896015525231,GLAXO SMITHKLINE - OTC,
56,Buscofem 400Mg 10Capsulas,7896094921344,HYPERA,
57,Novalgina 50Mg/Ml Solução Oral 100Ml,7891058464073,AVENTIS - OL,"O que é?A Novalgina é um medicamento antialérgico e antitérmico que ajuda a tratar e prevenir dores intensas no corpo.Princípio ativoDipirona monoidratadaPara que serve a Novalgina Solução Oral Infantil 100ml?A Novalgina ajuda a tratar e prevenir a febre, cólicas, dores fortes no corpo, como a enxaqueca e dores de cabeça em decorrência de traumas ou batidas .Como tomar Novalgina infantil 100ml?Insira a tampa interna que acompanha a seringa no frascoColoque a seringa no buraco da tampa interna do frasco, depois vire o frasco de cabeça para baixo e puxe o êmbolo até a quantidade indicada para o pacienteAplique todo o conteúdo da seringa diretamente na boca do pacienteApós a utilização, enxágue a seringa e guarde novamente na embalagem para que seja utilizada novamenteNão é necessário agitar o produto durante o processo de utilização.Como calcular Novalgina Infantil por peso?Adultos e adolescentes acima de 15 anos em uma única dose de 10 a 20ml ou no máximo 20ml 4 vezes ao dia.Crianças, devem seguir a recomendação de acordo com o peso conforme detalhado na bula:5 a 8 kg (3 a 11 meses) Dose única 1,25 a 2,5 Dose máxima diária 10 (4 tomadas x 2,5 mL)9 a 15 kg (1 a 3 anos) Dose única 2,5 a 5 Dose máxima diária 20 (4 tomadas x 5 mL)16 a 23 kg (4 a 6 anos) Dose única 3,75 a 7,5 Dose máxima diária 30 (4 tomadas x 7,5 mL)24 a 30 kg (7 a 9 anos) Dose única 5 a 10 Dose máxima diária 40 (4 tomadas x 10 mL)31 a 45 kg (10 a 12 anos) Dose única 7,5 a 15 Dose máxima diária 60 (4 tomadas x 15 mL)46 a 53 kg (13 a 14 anos) Dose única 8,75 a 17,5 Dose máxima diária 70 (4 tomadas x 17,5 mL)Em qualquer procedimento de aplicação, fazer uso da seringa dosadora.Quanto tempo para Novalgina fazer efeito?Geralmente o efeito começa entre 30 a 60 minutos após a ingestão e duram aproximadamente por até 4 horas.ContraindicaçõesEvitar o consumo de Novalgina Solução Oral nos seguintes casos:Alergia a Dipirona ou qualquer componente da fórmula. Hipersensibilidade a outras pirazolonas como: fenazona, propifenazona, isopropil aminofenazona. Pirazolidinas como: fenilbutazona e oxifembutazona, e alguma experiência prévia de agranulocitose com estas substâncias.Função da medulas óssea afetada como: decorrência de tratamento citostático ou doenças do sistema hematopoiéticoBroncoespasmos ou reações anafilactóides como: urticária, rinite e angioedema, com analgésicos como: salicilatos, paracetamol, diclofenaco, ibuprofeno, indometacina e naproxenoPorfiria hepática aguda intermitente( risco de indução de crises de porfiria)Deficiência congênita da glicose-6-fosfato-desidrogenase (G6PD) risco de hemóliseEm casos de dúvidas, procure orientação de uma pessoa médica.AdvertênciasPessoas grávidas ou em período de amamentação, idosos, crianças menos de 3 meses de idade, o consumo do medicamento somente com orientação médicaManter fora do alcance de criançasUso indicado para pessoas acima de 15 anosComposiçãoDipirona monoidratada 50ml, sacarose líquida, formaldeído bissulfito de sódio, sorbato de potássio, benzoato de sódio, ácido cítrico anidro, corante eritrosina, essência de framboesa, água purificada.SE PERSISTIREM OS SINTOMAS, PROCURE UMA PESSOA MÉDICA. NOVALGINA SOLUÇÃO ORAL É UM MEDICAMENTO. SEU USO PODE TRAZER RISCOS. LEIA A BULA."
58,Dorflex Uno Enxaqueca 1g 20 Comprimidos,7891058000103,AVENTIS - OL,"Para que serve o Dorflex UNO?Este medicamento é indicado como analgésico (para dor) e antitérmico (para febre).Como usar o Dorflex UNO?Você deve tomar os comprimidos com líquido (aproximadamente ½ a 1 copo), por via oral.Modo de usar:DORFLEX UNO comprimidos 1g: adultos e adolescentes acima de 15 anos: ½ a 1 comprimido até 4 vezes ao dia.Se o efeito de uma única dose for insuficiente ou após o efeito analgésico ter diminuído, a dose pode ser repetida respeitando-se o modo de usar e a dose máxima diária, conforme descrito acima. O tratamento pode ser interrompido a qualquer instante sem provocar danos ao paciente, inerentes à retirada da medicação.Não há estudos dos efeitos de DORFLEX UNO comprimidos administrados por vias não recomendadas.Portanto, por segurança e para garantir a eficácia deste medicamento, a administração deve ser somente por via oral.Em pacientes com insuficiência nos rins ou no fígadoRecomenda-se que o uso de altas doses de dipirona seja evitado, uma vez que a taxa de eliminação é reduzida nestes pacientes. Entretanto, para tratamento em curto prazo não é necessária redução da dose. Não existe experiência com o uso de dipirona em longo prazo em pacientes com insuficiência nos rins ou no fígado.Em pacientes idosos e pacientes debilitadosDeve-se considerar a possibilidade das funções do fígado e dos rins estarem prejudicadas.Siga corretamente o modo de usar. Em caso de dúvidas sobre este medicamento, procure orientação do farmacêutico. Não desaparecendo os sintomas, procure orientação de seu médico ou do cirurgião-dentista.Este medicamento não deve ser mastigado.Quando não devo usar o Dorflex UNO?DORFLEX UNO não deve ser utilizada caso você tenha:alergia ou intolerância à dipirona ou a qualquer um dos componentes da formulação ou a outras pirazolonas ou a pirazolidinas (ex. fenazona, propifenazona, isopropilaminofenazona, fenilbutazona, oxifembutazona) incluindo, por exemplo, experiência prévia de agranulocitose (diminuição acentuada na contagem de glóbulos brancos do sangue) com uma destas substâncias;função da medula óssea prejudicada (ex:. após tratamento citostático) ou doenças do sistema hematopoiético (responsável pela produção das células sanguíneas);desenvolvido broncoespasmo (contração dos brônquios levando a chiado no peito) ou outras reações anafilactoides, como urticária (erupção na pele que causa coceira), rinite (irritação e inflamação da mucosa do nariz), angioedema (inchaço em região subcutânea ou em mucosas) depois do uso de medicamentos para dor (ex.: salicilatos, paracetamol, diclofenaco, ibuprofeno, indometacina, naproxeno);porfiria hepática aguda intermitente (doença metabólica que se manifesta através de problemas na pele e/ou com complicações neurológicas) pelo risco de indução de crises de porfiria;deficiência congênita da glicose-6-fosfato-desidrogenase (G6PD), pelo risco de hemólise (destruição dos glóbulos vermelhos, o que pode levar à anemia);gravidez e amamentação (vide “O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?).Este medicamento é contraindicado para menores de 3 meses de idade ou pesando menos de 5 kg.Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião dentista. Informe imediatamente seu médico em caso de suspeita de gravidez.SE PERSISTIREM OS SINTOMAS, O MÉDICO DEVERÁ SER CONSULTADO. NÃO USE ESTE MEDICAMENTO DURANTE A GRAVIDEZ E EM CRIANÇAS MENORES DE TRÊS MESES DE IDADE."
59,Tylenol Sinus 500mg 36 Comprimidos,7891010246952,J&J - OL,"O Tylenol Sinus é um antigripal com o princípio ativo de Paracetamol e éindicado para redução de febre e alívio temporário de dores leves a moderadas, tais como: dores associadas a resfriados comuns, dor de cabeça, dor no corpo, dor de dente, dor nas costas, dores musculares, dores leves associadas a artrites e cólicas menstruiais. A embalagem contém 24 comprimidos revestidos com 500 mg de paracetamol e 30 mg de cloridrato de pseudoefedrina cada. Princípios ativos: paracetamol e cloridrato de pseudoefedrina."
