farmacia,cidade,nome,sku,preco_com_desconto,preco_sem_desconto,desconto,descricao
Oncolog Medicamentos,São Paulo,AVSOLA - INFLIXIMABE 10 MG/ML PO LIOF SOL INJ CT FA VD TRANS X 10ML, SKU: 7898609960879,"R$ 2.462,50",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?AVSOLA é um medicamento usado para tratar pacientes adultos e pediátricos com doença de Crohn, com colite ou retocolite ulcerativa, pacientes adultos com doença de Crohn fistulizante, artrite reumatoide, espondilite anquilosante, artrite psoriásica e psoríase em placa. Nessas doenças, o corpo produz uma quantidade maior de uma substância chamada fator de necrose tumoral alfa (TNF-alfa). Essa maior quantidade de substância faz com que o sistema imunológico do seu corpo ataque o tecido saudável causando inflamação. Bloquear o TNF-alfa com AVSOLA pode reduzir a inflamação, mas pode também diminuir a capacidade do seu sistema imunológico em combater infecções. O seu médico decidiu tratá-lo com AVSOLA porque sua doença ainda está ativa, mesmo que você tenha tentado outros tratamentos. Artrite Reumatoide A artrite reumatoide é uma doença inflamatória das articulações. Se você tem artrite reumatoide de moderada a gravemente ativa, será tratado com AVSOLA associado ao metotrexato para: - reduzir os sinais e sintomas da sua doença; - prevenir as lesões nas articulações; - melhorar a função física. Espondilite Anquilosante A espondilite anquilosante é uma doença inflamatória da coluna. Caso tenha espondilite anquilosante, e não responda ou tolere outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença, incluindo amplitude de movimento; - melhorar a função física. Artrite Psoriásica A artrite psoriásica é uma doença inflamatória das articulações, frequentemente acompanhada por psoríase.Caso tenha artrite psoriásica ativa que não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas da sua artrite, incluindo redução da dor e inchaço em torno das suas articulações; - melhorar a psoríase; - melhorar a função física. Psoríase em placa A psoríase em placa é uma doença inflamatória da pele. Se você tiver psoríase em placas moderada a grave, e o tratamento sistêmico por fototerapia ou convencional tem sido inadequado ou inapropriado, você receberá AVSOLA para: - reduzir os sinais e sintomas da sua psoríase; - melhorar sua qualidade de vida. Doença de Crohn A doença de Crohn é uma doença inflamatória intestinal. Se você é adulto e tem doença de Crohn moderada ou grave que está ativa e não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão (estágio sem sintomas) de sua doença; - induzir a cicatrização do tecido intestinal; - melhorar sua qualidade de vida, ajudando-o a se sentir melhor; - reduzir o número de drenagens de fístulas (abertura anormal através da pele a partir do intestino). Se você for criança com doença de Crohn, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão (estágio sem sintomas) de sua doença; - melhorar sua qualidade de vida, ajudando-o a se sentir melhor. Colite ou Retocolite Ulcerativa A colite ou retocolite ulcerativa é uma doença inflamatória do intestino. Caso tenha colite ou retocolite ulcerativa de moderada a grave que está ativa e não responde a outros medicamentos, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter remissão de sua doença; - induzir e manter a cicatrização da mucosa; - reduzir ou eliminar o uso de corticosteroides; - melhorar a qualidade de vida em adultos, ajudando-os a se sentir melhor; - reduzir a necessidade de remover o intestino grosso. Se você for uma criança ou adolescente com colite ou retocolite ulcerativa, você receberá AVSOLA para: - reduzir os sinais e sintomas de sua doença; - induzir e manter a remissão de sua doença; - induzir e manter a cicatrização da mucosa; - reduzir ou eliminar o uso de corticosteroidesVENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ACIDO ZOLEDRONICO 4 MG - 1 FRASCO COM 5ML CRISTALIA, SKU: 7896676420388,"R$ 125,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Este medicamento é usado para tratar a metástase óssea e reduzir a quantidade de cálcio no sangue de pacientes com hipercalcemia induzida por tumor (HIT). O ácido zoledrônico também é indicado para a prevenção de eventos relacionados ao esqueleto, como fraturas de ordem patológica, compressão medular, radioterapia e cirurgia ortopédica ou hipercalcemia induzida por tumor, em pacientes com câncer metastático ósseo.VENDA SOB PRESCRIÇÃO MÉDICA.  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,AZENTEX - ACIDO ZOLEDRÔNICO 5MG/100ML CRISTALIA		, SKU: 7896676437782				,"R$ 500,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Azentex (ácido zoledrônico) é utilizado para:• tratamento da osteoporose em mulheres na pós-menopausa para reduzir a incidência de fraturas do quadril, vertebrais e não vertebrais e para aumentar a densidade mineral óssea;• prevenção de fraturas clínicas após fratura de quadril em homens e mulheres na pós-menopausa;• tratamento para aumentar a densidade óssea em homens com osteoporose;• tratamento e prevenção de osteoporose induzida por glicocorticoides;• prevenção de osteoporose em mulheres com osteopenia na pós-menopausa;• tratamento da doença de Paget do osso. VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BAVENCIO - AVELUMABE 20 MG/ML SOL DIL INF IV CT FR VD TRANS X 10 ML, SKU: 7891721029929,7000.0,8100.0,13.580246913580254,"PARA QUE ESTE MEDICAMENTO É INDICADO? Bavencio é utilizado em adultos para tratar: • O carcinoma de células Merkel (MCC), um tipo raro de câncer de pele, quando é metastático (que se espalhou para outras partes do corpo). • Carcinoma urotelial (UC), um tipo de câncer de bexiga, quando está avançado ou metastático e não progrediu com a quimioterapia de indução à base de platina na primeira linha. • O carcinoma de células renais (RCC), um tipo de câncer renal, quando é avançado, em combinação com axitinibe. Para o carcinoma de células renais, Bavencio® deve ser utilizado em combinação com o axitinibe. É importante que você também leia a bula do medicamento que contém axitinibe. Se você tiver dúvidas sobre o axitinibe, pergunte ao seu médico.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BELEODAQ (BELINOSTATE) 500 MG PO LIOF SOL INJ IV CT FR AMP VD TRANS, SKU: 7898994740940,15938.6,19900.0,19.906532663316582,PARA QUE ESTE MEDICAMENTO É INDICADO?Beleodaq® é indicado para o tratamento de pessoas com um tipo de câncer chamado linfoma de células T periférico que regressou ou que não respondeu a outro tratamento para o câncer.VENDA SOB PRESCRIÇÃO MÉDICA  NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA  NÃO COLOQUE SUA SAÚDE EM RISCO.
Oncolog Medicamentos,São Paulo,AFINITOR - EVEROLIMO 10MG 30 COMPRIMIDOS NOVARTIS, SKU: 7896261016545,"R$ 17.398,25",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Seu médico pode prescrever Afinitor™ comprimidos para o tratamento de: - Mulheres na pós-menopausa com câncer de mama avançado, receptor hormonal positivo, em combinação com um inibidor da aromatase, após terapia endócrina prévia; - Tumores neuroendócrinos avançados (NET) localizados no estômago e intestino, pulmão ou pâncreas; - Câncer avançado do(s) rim(ns) (Carcinoma avançado de Células Renais (CCR) cuja doença tenha progredido durante ou após o tratamento com VEGFR – TKI, quimioterápicos ou imunoterápicos; - Angiomiolipoma renal (um tumor do rim) associado ao Complexo da Esclerose Tuberosa (TSC) que não requeira cirurgia imediata (em pacientes acima de 18 anos); - Astrocitoma subependimário de células gigantes (SEGA, um tumor cerebral específico) associado ao Complexo da Esclerose tuberosa (TSC).VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 200 MG/ML SOL INJ CT 4 SER PREENC VD TRANS X 1ML, SKU: 7896015591151,"R$ 8.149,22",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 200 MG/ML SOL INJ CT 4 SER PREENC VD TRANS X 1ML + CAN APLIC, SKU: 7896015591175,7640.6,8149.22,6.241333526398847,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 400 MG PO LIOF INJ IN CT FA VD INC, SKU: 7896015523961,"R$ 4.127,15",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ADCETRIS - BRENTUXIMABE VEDOTINA 50 MG PO LIOF INJ CX 1 FA VD TRANS, SKU: 7896641810275,"R$ 22.035,00",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Este medicamento é indicado para o tratamento de pacientes adultos com:  Linfoma de Hodgkin (LH) CD30+ estadio IV não tratados previamente em combinação com doxorrubicina, vimblastina e dacarbazina.  Linfoma de Hodgkin (LH) com risco aumentado de recidiva ou progressão após transplante autólogo de células tronco.  Linfoma de Hodgkin (LH) CD30+ recidivado ou refratário que: - retornou ou nunca respondeu depois que você recebeu uma infusão de suas próprias células-tronco (transplante autólogo de células-tronco) ou - retornou ou nunca respondeu a pelo menos dois tratamentos anteriores, se você não pode receber quimioterapia combinada para o câncer ou transplante autólogo de células-tronco. Linfoma anaplásico de grandes células sistêmico (LAGCs) não tratados previamente, ou outros linfomas de células T periféricas (LCTP) CD30+, em combinação com ciclofosfamida, doxorrubicina e prednisona (CHP). Linfoma anaplásico de grandes células sistêmico que é encontrado em seus linfonodos e/ou em outras partes de seu corpo que: - nunca respondeu a outros tipos de tratamentos para o câncer ou - retornou depois do último tratamento para o câncer. O linfoma de Hodgkin e o linfoma anaplásico de grandes células sistêmico são tipos de câncer das células brancas do sangue. ï Linfoma anaplásico de grandes células cutâneo primário ou micose fungoide que expressam CD30+ que receberam terapia sistêmica prévia.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 100 MG PO LIOF SOL INJ CT FA VD TRANS X 10 ML , SKU: 7896382706295,"R$ 1.877,50",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,BENLYSTA - BELIMUMABE 120 MG PO LIOF INJ IN CT FA VD INC , SKU: 7896015523954,"R$ 1.121,70",,,"PARA QUE ESTE MEDICAMENTO É INDICADO?Benlysta é indicado como terapia adjuvante em pacientes a partir de 5 anos de idade com lúpus eritematoso sistêmico (LES) ativo, que apresentam alto grau de atividade da doença (ex: anti-DNA positivo e baixo complemento) e que estejam em uso de tratamento padrão para LES, incluindo corticosteroides, antimaláricos, AINEs ou outros imunossupressores. Benlysta® também é indicado para o tratamento de pacientes adultos com inflamação renal relacionada ao lúpus (nefrite lúpica ativa) que estejam em uso de tratamento padrão. A eficácia de Benlysta® não foi avaliada em pacientes com lúpus ativo grave do sistema nervoso central.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALKERAN - MELFALANA 2 MG COM 25 COMPRIMIDOS, SKU: 7895858013103,190.15,232.0,18.03879310344827,"PARA QUE ESTE MEDICAMENTO É INDICADO?Alkeran® comprimidos é indicado para o tratamento de mieloma múltiplo e adenocarcinoma ovariano avançado. Alkeran® comprimidos também pode ser usado no tratamento de: ï Câncer de Mama: Alkeran®, tanto em monoterapia quanto em combinação com outras drogas, tem um efeito terapêutico significativo em pacientes que sofrem de câncer de mama avançado. ï Policitemia Vera: Akeran® é efetivo no tratamento de alguns pacientes com Policitemia Vera.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA, NÃO COLOQUE SUA SAÚDE EM RISCO."
Oncolog Medicamentos,São Paulo,ALIMTA - PEMETREXEDE 500 MG PO LIOF SOL INJ CT FA VD TRANS X 50 ML , SKU: 7896382705366,"R$ 10.591,56",,,"PARA QUE ESTE MEDICAMENTO É INDICADO? ALIMTA pode ser utilizado para o tratamento dos seguintes tipos de câncer: - mesotelioma pleural maligno que não pode ser retirado por cirurgia; para o tratamento do mesotelioma, ALIMTA deve ser utilizado em combinação com uma cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), como quimioterapia inicial; para tal tratamento, ALIMTA deve ser utilizado em combinação com cisplatina. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), cuja doença não progrediu após 4 ciclos de quimioterapia a base de platina; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” localmente avançado ou metastático), após quimioterapia prévia; para tal tratamento, ALIMTA deve ser utilizado como agente isolado. - câncer de pulmão (do tipo chamado de “Câncer de Pulmão de Células Não Pequenas com Histologia de Células Não Escamosas” metastático), em pacientes não tratados previamente; para este tratamento, ALIMTA deve ser usado em combinação com pembrolizumabe e quimioterapia à base de platina.VENDA SOB PRESCRIÇÃO MÉDICA. NÃO FAÇA USO DE NENHUM MEDICAMENTO SEM ORIENTAÇÃO MÉDICA. NÃO COLOQUE SUA SAÚDE EM RISCO."
