,Título,Marca,Preço sem Desconto,Preço com Desconto,ID,SKU
976,FLUVIRAL NOITE C/20 CPR,HYPERA PHARMA,,"R$ 39,60",3240901,90443
977,MULTIGRIP C/20CAP,EMS,"R$ 26,99","R$ 22,94",6070803,67674
978,RESFENOL LIQUIDO 100ML,KLEY HERTZ,"R$ 28,23","R$ 24,00",9992912,104968
979,XAROPE DE GUACO 120ML HERBARIUM,HERBARIUN,"R$ 46,16","R$ 19,90",4411806,84777
980,BENEGRIP MULTI 240ML,HYPERA PHARMA,,"R$ 38,98",1668640,95764
981,CORISTINA D PRO C/8CPR,HYPERA PHARMA,"R$ 22,90","R$ 19,47",9992027,104749
982,MARESIS JATO FORTE SPRAY 100ML,MARESIS,,"R$ 58,23",9991826,104540
983,Melagriao Sabor Laranja Spray 30ml,CATARINENSE,"R$ 26,45","R$ 22,90",9994057,106710
984,VICK VAPORUB POMADA 100G,MYRALIS PHARMA,,"R$ 91,90",540294,67660
985,APRACUR DUO C/20CPR,HYPERA PHARMA,,"R$ 21,36",540245,67661
986,AURIS-SEDINA GTS 10ML,DIVERSOS - DIVERSOS,"R$ 29,87","R$ 25,39",1698638,67672
987,BENALET MEL/LIMAO 12PAST,JOHNSON & JOHNSON - OTC,,"R$ 38,54",9994112,106760
988,BENALET MENTA 12PAST **,JOHNSON & JOHNSON - OTC,,"R$ 38,54",1978770,90226
989,BENEGRIP CX C/20 CPR,HYPERA PHARMA,"R$ 37,98","R$ 32,28",9992029,104751
990,VALDA XPE S/ACUCAR ADULTO 100ML,VALDA,,"R$ 25,90",,
991,Vibral Adulto Xarope 120ml,ABBOTT,"R$ 29,82","R$ 25,35",,
992,VICK VAPO SPRAY NASA 100ML,MYRALIS PHARMA,,"R$ 50,41",,
0,ULTRAPROCT LDO CREME 30G*,LEO PHARMA,"R$ 44,85","R$ 38,12",741906,89948
1,Proctyl 100mg + 27mg 15 supositorios,TAKEDA,,"R$ 84,30",210205,87257
2,Proctoderm 100ml,TAKEDA,,"R$ 54,90",214701,87255
3,Proctfis H 20g + Aplicador,UNIAO QUIMICA,,"R$ 24,00",202101,92748
4,IMESCARD PILULAS C/36,DIVERSOS - DIVERSOS,,"R$ 36,23",2468612,83292
5,VICK XAROPE MEL 100ML,MYRALIS PHARMA,,"R$ 36,01",9994195,105571
6,LOXONIN 60MG C/15CPR,DAIICHI-SANKYO,"R$ 39,11","R$ 33,24",1848636,84505
7,NIMESULIDA GEN 100MG 12CPR EMS,EUROFARMA - GENÉRICO,"R$ 19,15","R$ 10,11",9993116,105153
8,PREDNISONA GEN 20MG C/10CPR EMS,EMS,"R$ 23,87","R$ 12,10",9989944,102620
9,CITONEURIN 5000 C/3AMP**,PROCTER&GAMBL-OTC,"R$ 19,26","R$ 16,37",1868621,68754
11,Predsim 20mg 10 Comprimidos,HYPERA PHARMA,"R$ 37,30","R$ 31,70",558704,68676
12,CICLOBENZAPRINA GEN 5MG C/30 CPR BIO**,BIOSINTÉTICA,"R$ 33,26","R$ 11,52",9992564,105824
13,NIMESULIDA GEN 100MG C/12CPR LEGRAND,LEGRAND,"R$ 20,56","R$ 7,90",9350192,96872
14,BUDESONIDA 64MCG GEN SPRAY NAS 120DS EMS,EMS,"R$ 46,39","R$ 39,48",8884001,88413
15,SALONPAS GEL-PATCH 3UNI,HISAMITSU,,"R$ 17,38",4488602,87041
16,Predsim 40mg 7 Comprimidos,HYPERA PHARMA,"R$ 65,13","R$ 55,36",450100,85083
17,MIOFLEX A C/12 CPR,HYPERA PHARMA,"R$ 25,19","R$ 21,41",1868817,66729
18,ALGINAC 1000MCG C/30CPR,PROCTER&GAMBL-OTC,,"R$ 70,45",9350191,96871
19,BUDESONIDA 32MCG GEN SPRAY NAS 120DS EMS**,EMS,"R$ 26,16","R$ 21,97",9989971,102645
20,CICLOBENZAPRINA GEN 5MG C/15 CPR BIO,BIOSINTÉTICA,"R$ 16,46","R$ 7,42",1868894,66731
21,ALGINAC RETARD 1000MCG C/10CPR,PROCTER&GAMBL-OTC,"R$ 69,14","R$ 58,77",9213502,68552
22,CETROLAC COLIRIO 5ML,GENOM,"R$ 65,20","R$ 55,42",9358738,80261
23,DEFLAZACORTE GEN 30MG C/10CPR EMS**,EMS,"R$ 135,94","R$ 109,90",400241,87268
24,PROFENID ENTERICO 100MG C/20CPR,SANOFI AVENTIS,"R$ 77,21","R$ 65,63",340185,68242
25,CANDICORT PDA DERM 30GR**,ACHE,"R$ 41,85","R$ 35,57",138690,94642
26,FLANCOX 500MG C/14CPR,APSEN DO BRASIL,"R$ 49,62","R$ 39,90",400139,83107
27,Hexomedine Colutorio Spray 50ml,HYPERA PHARMA,"R$ 68,99","R$ 58,64",6071701,97941
28,PREDSIM 40MG C/10 CPR,HYPERA PHARMA,"R$ 85,53","R$ 72,70",348827,66479
29,ACHEFLAN AER 75ML,ACHE,"R$ 85,76","R$ 72,90",9993188,105243
30,LOXONIN FLEX 100MG ENV C 7ADESIV,DAIICHI-SANKYO,"R$ 114,66","R$ 97,46",348822,66480
31,ACHEFLAN CREME 30G,ACHE,"R$ 65,58","R$ 55,74",9071003,67012
32,ANDOLBA AEROSOL 43GR*,MOMENTA,"R$ 38,84","R$ 33,01",9993810,106483
33,AXETILCEFUROXIMA GEN 500MG 14CPR RANB,RANBAXY - RANBAXY FARMACEUTICA LTDA,,"R$ 180,47",340200,67809
34,BIOFENAC AEROSOL 60GR 85ML**,ACHE,,"R$ 32,56",1868620,68753
35,Citoneurin 5000mcg + 100mg + 100mg 20 drageas,PROCTER&GAMBL-OTC,"R$ 71,89","R$ 61,11",578721,80825
36,DIPROSPAN 5/2MG AMP 1ML**,HYPERA PHARMA,"R$ 46,08","R$ 39,17",138689,82262
37,FLANCOX 400MG C/10CPR,APSEN DO BRASIL,"R$ 28,28","R$ 24,04",30271,82292
38,FLOGORAL PAST MENTA C/12,ACHE,,"R$ 17,37",400224,87267
39,PROFENID 50MG C/24CAPS,SANOFI AVENTIS,"R$ 63,68","R$ 54,13",9994216,105592
40,BETAM.+ GENTAM.+TOLNAF.+ CLIOQUIN. GEN. CREME 20G EURO,EUROFARMA,"R$ 30,24","R$ 23,90",9070816,68674
41,CICLOBENZAPRINA GEN 10MG C/30CPR EUROFAR**,EUROFARMA,"R$ 40,42","R$ 18,76",1268812,80857
42,DOLAMIN FLEX 125/5MG C/15CPR,FARMOQUIMICA,"R$ 61,97","R$ 52,67",1570229,87019
43,Pred Fort 10mg 5mL,ALLERGAN,"R$ 54,46","R$ 46,29",9992907,104965
44,PREDNISONA GEN 5MG C/20CPR GERMED,GERMED - GENERICO,"R$ 16,33","R$ 7,41",408663,87270
45,PROFENID GTS 20ML,SANOFI AVENTIS,"R$ 41,47","R$ 35,25",418611,89615
46,TILATIL 20MG C/10 CPR**,MYLAN LABORATÓRIOS LTDA,"R$ 94,19","R$ 80,06",78648,90394
47,Voltaren Retard 100mg 10 Comprimidos,SANDOZ,"R$ 49,95","R$ 42,46",9992623,105864
48,ALOPURINOL GEN 100MG C/30CPR SANDOZ,SANDOZ - GENERICO,"R$ 12,98","R$ 9,84",9993804,106477
49,BEXAI 35MG 10 CAPS,EMS,"R$ 72,26","R$ 61,42",550226,85538
50,NIMESULIDA GEN 100MG C/12CPR BIO,BIOSINTÉTICA,"R$ 31,60","R$ 10,74",30266,85569
51,NISULID DISPERSIVEL C/12CPR,ACHE,"R$ 68,21","R$ 57,98",570258,87044
52,Predsim 11mg Gotas 20ml,HYPERA PHARMA,"R$ 42,86","R$ 36,43",9991772,104481
53,TENOXICAM GEN 20MG C/10CPR NEOQUIMICA,NEO QUIMICA,"R$ 52,27","R$ 25,83",1868845,66728
54,ALGINAC 1000MCG C/15CPR,PROCTER&GAMBL-OTC,,"R$ 35,11",340827,99248
55,Artrosil 160mg 10 Capsulas,ACHE,"R$ 35,69","R$ 30,34",9994460,106981
56,ATIVB 1.000MCG 30CPR SUBL,BIOLAB,"R$ 89,47","R$ 76,05",400244,67769
57,BI-PROFENID 150MG C/10 CPR,SANOFI AVENTIS,"R$ 77,65","R$ 66,00",70217,68350
58,CATAFLAM 50MG C/20 DRAGEA,SANDOZ,"R$ 51,21","R$ 43,53",138826,68948
59,COLCHIS 1MG C/30CPR APSEN,APSEN DO BRASIL,"R$ 90,76","R$ 77,15",4510801,98012
60,Deocil sl 10mg com 10 comprimidos,DIFFUCAP-CHEMOBRAS,"R$ 42,10","R$ 35,78",1268858,80856
61,DOLAMIN 125MG C/16 CPR,FARMOQUIMICA,"R$ 32,08","R$ 27,27",30267,82289
62,FLOGORAL PAST LARANJA C/12**,ACHE,,"R$ 17,37",9357701,83171
63,HIDROCORTISONA GEN POMADA 30G.EMS,EMS,"R$ 29,69","R$ 19,90",450204,84858
64,MAXSULID 400MG C/10CPR,HYPERA PHARMA,"R$ 46,46","R$ 39,49",9078873,84927
65,MELOCOX 15MG C/10 CPR,EUROFARMA,"R$ 48,54","R$ 41,26",340803,85160
66,MOTORE 250MG C/120CAPS,ACHE,"R$ 254,42","R$ 216,26",30406,85568
67,NISULID C/12 CPR,ACHE,"R$ 61,75","R$ 52,49",540161,86948
68,Ponstan 500mg com 24 Comprimidos,PFIZER,"R$ 40,95","R$ 34,81",9990888,103567
69,PREDSIM 5MG COM 10 CPR,HYPERA PHARMA,"R$ 12,75","R$ 10,84",420419,89395
70,"Tecnomet 2,5mg com 20 comprimidos",ZODIAC,"R$ 40,93","R$ 34,79",8758814,98007
71,TORSILAX C/12CP,NEO QUIMICA,"R$ 16,57","R$ 14,08",70211,90395
72,Voltaren 50mg 20 comprimidos,SANDOZ,"R$ 51,68","R$ 43,93",198801,67265
73,ARTRODAR 50MG C/30 CAPS**,TRB,"R$ 243,24","R$ 206,75",138825,68946
74,"COLCHIS 0,5MG C/30CPR APSEN*",APSEN DO BRASIL,"R$ 78,05","R$ 66,34",578722,80826
75,DIPROSPAN HYPAK 1AMP 1ML,HYPERA PHARMA,"R$ 53,15","R$ 45,18",9990117,102793
76,DOLAMIN FLEX 125/5MG C/12 CPR,FARMOQUIMICA,"R$ 49,55","R$ 42,12",30201,82282
77,FLOGORAL COLUT 15OML MENTA,ACHE,,"R$ 29,59",6070822,96893
78,MIORRELAX C/30 CPR,HYPERA PHARMA,,"R$ 19,65",340819,95845
79,MOTORE 250MG C/ 60 CAPS,ACHE,"R$ 157,00","R$ 133,45",9994130,106778
80,NEVRIX 5000MCG C/20CPR,ARESE,"R$ 68,67","R$ 58,37",138812,89819
81,Triancil 20mg Injetavel com 1 Ampola 5ml,APSEN DO BRASIL,"R$ 140,04","R$ 119,03",1868818,66730
82,Alginac 5000mcg Injetavel 3 Ampolas,PROCTER&GAMBL-OTC,,"R$ 34,89",138804,67522
83,AZULFIN 500MG C/60 CPR,APSEN DO BRASIL,"R$ 128,89","R$ 109,56",340184,68241
84,CANDICORT CREME DERM 30GR**,ACHE,"R$ 42,54","R$ 36,16",800802,69208
85,Contractubex Gel com 50g,BIOLAB,,"R$ 240,52",9358739,80262
86,DEFLAZACORTE GEN 6MG C/20CPR EMS,EMS,"R$ 56,90","R$ 45,80",1868725,80628
87,DEXA-CITONEURIN NFF C/3AMP,PROCTER&GAMBL-OTC,"R$ 50,33","R$ 42,78",1221301,80629
88,DEXADOR 5000MCG C/3AMP,ARESE,"R$ 47,83","R$ 40,66",1224098,80630
89,DEXADOR 500MG C/20COMP,ARESE,"R$ 74,92","R$ 63,68",30269,82283
90,FLOGORAL COLUT LARANJA 150ML,ACHE,,"R$ 29,59",9078868,84928
91,"MELOCOX 7,5 MG C/10 CPR",EUROFARMA,"R$ 26,09","R$ 22,18",460201,85002
92,"METREXATO 2,5MG C/24CPR",BLAUSIEGEL - BLAUSIEGEL INDUSTRIA E COMERCIO LTDA,"R$ 38,64","R$ 32,84",9991083,103768
93,NIMESULIDA GEN 100MG C/12CPR EUR,EUROFARMA - GENÉRICO,"R$ 31,78","R$ 11,66",340824,97040
94,Oxotron 60mg 30 comprimidos,ACHE,"R$ 74,26","R$ 63,12",578619,87039
95,Predsim 100mL Solucao oral,HYPERA PHARMA,"R$ 59,96","R$ 50,97",578624,87043
96,Predsim 5mg 20 Comprimidos,HYPERA PHARMA,"R$ 25,67","R$ 21,82",400240,87275
97,Profenid Retard 200mg 10 Comprimidos,SANOFI AVENTIS,"R$ 64,13","R$ 54,51",508825,88369
98,SAF-GEL 85GR,BMD - COMERCIO DE PRODUTOS MEDICOS LTDA,,"R$ 83,42",9992324,105675
99,TORAGESIC 10MG C/30CPR SUBL,CHIESI,"R$ 105,31","R$ 89,51",1618617,90285
100,Vidisic Gel 10g,APSEN,,"R$ 54,36",250268,67519
101,AZOPT 1% COLIRIO 5ML**,ALCON,"R$ 102,51","R$ 87,13",248666,68961
102,COLIRIO MOURA BRASIL 20ML,SANOFI CONSUMO,,"R$ 19,99",1618802,81247
103,Epitegel Gel Oftalmico 50mg 10g,APSEN,"R$ 55,98","R$ 47,58",250225,85212
104,MYDRIACYL 1% 5ML**,ALCON,"R$ 21,36","R$ 18,16",9213508,89099
105,STER 5ML,GENOM,"R$ 31,14","R$ 26,47",1763506,66525
106,"ACULAR LS 0,4% 10ML",ALLERGAN,"R$ 143,32","R$ 121,82",250208,68762
107,CLARIL COL 15ML**,ALCON,"R$ 22,10","R$ 18,78",9218602,95237
108,LACRIFILM COLIRIO 10ML,GENOM,,"R$ 31,79",250220,84846
109,MAXIDEX COLIRIO 5ML**,MUNDIPHARMA,"R$ 10,94","R$ 9,30",250210,82364
110,FLORATE SUSP OFT 5ML,MUNDIPHARMA,"R$ 38,65","R$ 32,85",1618611,87585
111,RENU FRESH 355ML+120ML GRATIS ESTOJO,APSEN,"R$ 64,90","R$ 39,90",9210144,93065
112,STER MD 1.2MG/ML COLIRIO 10ML,GENOM,"R$ 51,23","R$ 43,55",973503,81031
113,ECOFILM COLIRIO 15ML,LATINOFARMA,"R$ 54,18","R$ 46,05",203501,83776
114,LACRIFILM COLIRIO 15ML**,GENOM,,"R$ 40,28",473501,90426
115,"Xalacom 50mcg/mL + 5mg/mL,1 frasco gotejador com 2,5mL ...",PFIZER,"R$ 261,99","R$ 222,69",1763509,66526
116,"ACULAR LS 0,4% 5ML",ALLERGAN,"R$ 71,72","R$ 60,96",9218802,94841
117,GLAUB MD SOLUCAO OFTALMICA 5 ML,GENOM,"R$ 35,61","R$ 30,27",545901,83251
118,HYLO GEL 10ML**,PFIZER,"R$ 111,65","R$ 94,90",1618803,84209
119,LIPOSIC TUBO 10GR,APSEN,"R$ 54,36","R$ 39,50",1572001,98995
120,"Pred Mild 1,2mg/mL 5Ml",ALLERGAN,"R$ 28,20","R$ 23,97",9989972,102646
121,"TIMOLOL GEN 0,5% COLIRIO 5ML EMS",EMS,"R$ 13,40","R$ 6,43",9210701,93743
122,BRITENS 2/5MG COLI 10ML,GENOM,"R$ 163,38","R$ 138,87",973509,83775
123,LACRIBELL COLIRIO 15ML,LATINOFARMA,,"R$ 24,95",1578617,91244
124,Optive Colirio 100ml,ALLERGAN,,"R$ 69,90",1578618,91069
125,OPTIVE DUPLA ACAO 15ML**,ALLERGAN,,"R$ 99,90",5168803,66560
126,"ADAPTIS 0,5% COL 10ML",BRACE PHARMA,,"R$ 40,78",1573509,66817
127,ALPHAGAN Z COL 5ML**,ALLERGAN,"R$ 66,51","R$ 56,53",258834,93550
128,Azorga Suspensao Oftalmica 6ml,ALCON,"R$ 126,50","R$ 107,52",1768636,80764
129,DINILL COL 10ML,ALLERGAN,,"R$ 17,00",1573508,84513
130,"LUMIGAN 0,03% COL 5ML**",ALLERGAN,"R$ 284,76","R$ 242,05",448609,89623
131,"TIMOPTOL-XE 0,5% COLÍRIO 5ML",MUNDIPHARMA,"R$ 76,37","R$ 64,91",532001,93188
132,"Travoprosta 0,04mg Solucao Oftalmica 2,5ml",MEDLEY,"R$ 85,46","R$ 39,50",5168802,66561
133,"ADAPTIS 1,0% COL 10ML",BRACE PHARMA,,"R$ 65,70",1573507,66818
134,ALPHAGAN-P COLIRIO 5ML,ALLERGAN,"R$ 126,94","R$ 107,90",1763507,68985
135,COMBIGAN COLIRIO 10ML,ALLERGAN,"R$ 229,82","R$ 195,35",9993298,106057
136,DEWS 5MG/ML 10ML,GENOM,,"R$ 49,30",9218601,94220
137,DRUSOLOL COLIRIO 5ML,GENOM,"R$ 95,87","R$ 81,49",1570701,83878
138,LATISSE 0.03% 5ML+ 100 APLICADORES,ALLERGAN,"R$ 266,40","R$ 226,44",250221,84847
139,"Maxidex Pomada Oftalmica 3,5g",ALCON,"R$ 37,63","R$ 31,99",9213509,86029
140,OCTIFEN 5ML,GENOM,"R$ 35,94","R$ 30,55",253505,86486
141,Patanol Colirio 5mL,MUNDIPHARMA,"R$ 77,06","R$ 65,50",9992658,105888
142,RENU PLUS GTS LUBRIF UMID 8ML,APSEN,,"R$ 21,89",250302,97144
143,SIMBRINZA COLIRIO 5ML,ALCON,"R$ 96,49","R$ 82,02",5168801,66562
144,ADAPTIS FRESH COL 10ML,BRACE PHARMA,,"R$ 79,80",1610101,92430
145,Artelac Rebalance 10ml,APSEN,"R$ 92,47","R$ 64,90",9353503,96212
146,BIMATOPROSTA GEN 0.3MG/ML COL 3ML EMS,EMS,"R$ 114,92","R$ 67,71",1768625,80165
147,CROMOLERG 4% 5ML,ALLERGAN,"R$ 20,27","R$ 17,23",550313,80904
148,DORZOLAMIDA GEN COLIRIO 5ML BIOSINT**,BIOSINTÉTICA,"R$ 71,91","R$ 43,00",9995174,107056
149,EPITHELIZE GEL 10G,CRISTALIA,"R$ 50,87","R$ 43,24",973512,82437
150,FLUTINOL 1MG/ML COLIRIO 5ML,LATINOFARMA,"R$ 37,74","R$ 32,08",9218801,82877
151,GLAUB COL 5ML,GENOM,"R$ 71,22","R$ 60,54",9213507,82878
152,GLAUCOTRAT COL.5ML,GENOM,"R$ 15,52","R$ 13,19",9993053,104978
153,"LATANOPROSTA+MAL TIMOLOL GTS 2,5ML GERMED",GERMED,"R$ 158,68","R$ 117,58",1578803,84516
154,LUMIGAN RC COL 3ML,ALLERGAN,"R$ 153,31","R$ 130,31",9213506,86042
155,OCUPRESS COLIRIO 5ML,GENOM,"R$ 94,67","R$ 80,47",1763512,86228
156,"Optive UD com 30 Flaconetes 0,4ml",ALLERGAN,,"R$ 109,90",973514,86902
157,"Plenigell 5mg/mL, frasco gotejador com 15mL de solucao ...",LATINOFARMA,,"R$ 67,97",1573504,87020
158,PRED-MILD COLIRIO 10ML,ALLERGAN,"R$ 56,40","R$ 47,94",1768697,87552
159,"Relestat 0,05% 5mL",ALLERGAN,"R$ 78,89","R$ 67,06",1768678,89106
160,Still Colirio 5mL,ALLERGAN,"R$ 20,99","R$ 17,84",9990120,102796
161,TORAGESIC OFTA 5MG/ML SOLUÇÃO OFTÁLMICA C/5ML,BRACE PHARMA,"R$ 66,45","R$ 56,48",258824,89866
162,Trisorb Colirio 15mL,ALCON,"R$ 30,80","R$ 26,18",9350242,99137
163,AAS GEN 100MG C/30CPR EMS**,EMS,"R$ 12,00","R$ 8,90",1573503,66816
164,ALPHAGAN COLIRIO 5ML,ALLERGAN,"R$ 126,94","R$ 107,90",9993667,106351
165,BIMATOPROSTA GEN 0.3MG/ML COL 3ML MEDLEY,MEDLEY,"R$ 92,37","R$ 55,42",9992604,105848
166,COLIRIO BRIMONIDINA GEN 2MG/ML NEO,NEO QUIMICA,"R$ 74,35","R$ 26,00",1768624,80164
167,CROMOLERG 2% 5ML,ALLERGAN,"R$ 15,99","R$ 13,59",1763508,82691
168,GANFORT COLIRIO 3ML,ALLERGAN,"R$ 155,61","R$ 132,27",1573506,84514
169,"LUMIGAN 0,03% COLIRIO 3ML",ALLERGAN,"R$ 189,80","R$ 161,33",1573510,84515
170,LUMIGAN RC 0.01% 5ML,ALLERGAN,"R$ 255,46","R$ 217,14",9991367,104058
171,LUNAH 1MG/ML,CRISTALIA,"R$ 56,94","R$ 48,40",9993629,106317
172,LUNERA SOL OFT 10ML,CRISTALIA,"R$ 58,62","R$ 49,83",253514,85515
173,NEVANAC COLIRIO 5ML,MUNDIPHARMA,"R$ 88,16","R$ 74,94",250279,86060
174,OFTANE COL 15ML,ALCON,,"R$ 75,90",1768699,87650
175,"Restasis 0,5mg 30 Flaconetes 0,4ml",ALLERGAN,"R$ 284,63","R$ 241,94",250301,93008
176,Simbrinza 10/2mg Suspensão Oftálmica 8ml,ALCON,"R$ 154,41","R$ 131,25",448607,89622
177,"Timoptol 0,5% Colirio 5mL",MUNDIPHARMA,"R$ 22,15","R$ 18,83",250205,68493
178,Cerumin Gotas 8ml,ALCON,,"R$ 17,27",138612,83770
179,LABIRIN 16MG C/30CPR,APSEN DO BRASIL,"R$ 42,37","R$ 36,01",138613,83773
180,LABIRIN 8MG C/30CPR**,APSEN DO BRASIL,"R$ 37,01","R$ 31,46",132202,83772
181,LABIRIN 24MG C/30CPR,APSEN DO BRASIL,"R$ 56,72","R$ 48,21",132203,95234
182,Labirin 24mg 60 comprimidos,APSEN DO BRASIL,"R$ 112,33","R$ 95,48",478664,85530
183,NICORETTE 2MG ICEMINT C/30 GOMAS**,JOHNSON & JOHNSON - OTC,"R$ 89,69","R$ 69,90",4998731,85549
184,NIQUITIN 14MG C/7 ADESIVOS*,PERRIGO,,"R$ 104,45",478665,85531
185,NICORETTE 4MG ICEMINT C/30 GOMAS,JOHNSON & JOHNSON - OTC,"R$ 98,90","R$ 75,90",1268690,98643
186,FUMASIL 300MG COM 60 COMPRIMIDOS ORODISPERSÍVEIS,FARMOQUIMICA,"R$ 69,90","R$ 59,90",4998741,90998
187,NIQUITIN 21MG C/7 ADESIVOS*,PERRIGO,,"R$ 109,14",4998733,85552
188,NIQUITIN PASTILHA 2MG C/4 UNI,PERRIGO,,"R$ 15,03",530123,85566
189,NISTATINA+OXI.ZINCO 60G GEN MEDLEY*,MEDLEY,"R$ 26,81","R$ 13,50",4411804,87247
190,Probiatop com 30 saches de 1gr,FARMOQUIMICA,"R$ 139,50","R$ 118,58",537704,68682
191,CICLOPIROX OLAMINA GEN CR 20G.MEDLEY,MEDLEY,"R$ 30,34","R$ 19,40",1848610,83201
192,HIRUDOID 300 GEL 40GR,DAIICHI-SANKYO,,"R$ 35,83",1848611,83202
193,HIRUDOID 300 PDA 40G**,DAIICHI-SANKYO,,"R$ 37,14",1848608,83203
194,HIRUDOID 500 GEL 40GR**,DAIICHI-SANKYO,,"R$ 40,78",1848609,83204
195,HIRUDOID 500 PDA 40GR**,DAIICHI-SANKYO,,"R$ 39,60",9188784,67842
196,BISMUJET 20ML,LEGRAND,,"R$ 37,41",1268726,83425
197,"IXIUM C/12SACHES 0,25GR",FARMOQUIMICA,"R$ 329,44","R$ 280,02",9214201,96299
198,CORTIGEN 10MG/G CREME TB 20G,GENOM,,"R$ 22,05",740214,83273
199,ICADEN CREME 20GR,LEO PHARMA,"R$ 48,67","R$ 41,37",534214,68680
200,CICLOPIROX OLAMINAGEN SOL 15ML MEDLEY,MEDLEY,"R$ 23,00","R$ 18,50",740228,67500
201,AZELAN GEL 30GR,LEO PHARMA,,"R$ 89,22",34202,82131
202,FENTIZOL CREME TOPICO 20G.,ACHE,"R$ 41,49","R$ 35,27",650415,90603
203,Zovirax 50mg/g Creme 10g,GSK,"R$ 67,20","R$ 57,12",348840,66580
204,ADINOS GEL/CREME 30G.,ACHE,"R$ 41,27","R$ 35,08",208602,67013
205,ANDRIODERMOL 50ML,UNIAO QUIMICA,,"R$ 23,81",510204,68246
206,CANESTEN 1% SPRAY 30ML,BAYER,,"R$ 59,49",7169917,80378
207,DERMODEX PREVENT 60G 8576,RECKITT BENCKISER,"R$ 38,72","R$ 29,90",1298806,80398
208,DERSANI 100ML**,MEGALABS FARMACEUTICA SA-OTC,,"R$ 68,70",18601,83697
209,KOLLAGENASE SIMPLES 30GR,CRISTALIA,,"R$ 70,34",538802,87309
210,Propionato de Clobetasol Creme 30g,MEDLEY,"R$ 19,31","R$ 11,90",658639,87382
211,"Psorex 0,5mg Creme 30g",GSK,"R$ 47,79","R$ 33,45",1831701,89732
212,Topison Creme 20g,LIBBS,,"R$ 68,76",208663,90388
213,VODOL CREME 28GR**,UNIAO QUIMICA,,"R$ 31,80",208665,90390
214,Vodol Po 30g,UNIAO QUIMICA,,"R$ 41,93",740227,83272
215,ICACORT CREME 30G,LEO PHARMA,"R$ 42,73","R$ 36,32",9990091,102766
216,NOVACORT CREME 10G,ACHE,"R$ 21,02","R$ 17,87",340110,85766
217,NOVACORT PDA 30GR,ACHE,"R$ 45,21","R$ 38,43",5138852,86300
218,OXIPELLE SOLUCAO 20ML,VALEANT FARMACEUTICA,"R$ 55,70","R$ 47,34",1834201,89372
219,"TARFIC 0,1% POMADA 10G",LIBBS,"R$ 88,45","R$ 75,18",9994179,106825
220,TERBINAFINA GEN 250MG 28CPR BIOSINTÉTICA,BIOSINTÉTICA,"R$ 264,82","R$ 78,80",4298765,90199
221,Verrux 10mL,THERASKIN,,"R$ 75,90",4298698,90318
222,"VITACID GEL 0,025% 25G",THERASKIN,"R$ 42,47","R$ 36,10",9991816,104530
223,CLOTRIMIX FORTALECEDOR DE UNHAS 7ML,FARMOQUIMICA,,"R$ 39,90",1298802,80399
224,DERSANI 200ML**,MEGALABS FARMACEUTICA SA-OTC,,"R$ 99,90",1590224,81106
225,EMLA CR 1 BINASGA 5GR,ASPEN PHARMA,"R$ 28,98","R$ 24,63",138686,82232
226,FITOSCAR 60MG/G POMADA 20G,APSEN DO BRASIL,"R$ 91,04","R$ 77,38",1266878,83527
227,KELO-COTE GEL 15G.,FARMOQUIMICA,"R$ 223,90","R$ 190,32",218640,85284
228,NEBACETIN PDA 50GR**,HYPERA PHARMA,,"R$ 49,99",508639,86154
229,OMCILON-A ORABASE 10G*,ASPEN PHARMA,"R$ 25,26","R$ 21,47",1588636,86575
230,Penvir Labial 5g,EMS,,"R$ 58,00",1834204,93115
231,"TARFIC 0,03% POMADA 30G",LIBBS,"R$ 173,59","R$ 147,55",218607,66691
232,ALBOCRESIL SOLUC 12ML,HYPERA PHARMA,,"R$ 39,85",30270,67010
233,ANDANTOL GEL 40GR,ACHE,"R$ 23,34","R$ 19,84",808802,69207
234,CONTRACTUBEX GEL 20G,BIOLAB,,"R$ 114,99",250104,81236
235,EPIDUO GEL 30GR,GALDERMA,"R$ 135,79","R$ 115,42",438802,83066
236,HALOBEX CREME 30G,HYPERA PHARMA,"R$ 21,37","R$ 18,16",9991463,104155
237,ICADEN SPRAY 10MG/ML 50ML,LEO PHARMA,"R$ 108,50","R$ 92,22",4299574,85027
238,MICOLAMINA CREME BISN 20G,THERASKIN,"R$ 55,01","R$ 46,76",1831702,89733
239,TOPISON POMADA 20G,LIBBS,"R$ 68,76","R$ 58,45",340614,93271
240,"Untral 2,5mg 30 Capsulas",ACHE,"R$ 131,27","R$ 111,58",4298882,90319
241,Vitacid Plus Creme 15g,THERASKIN,,"R$ 140,24",9210145,96288
242,ACNEN 50MG/G GEL TB 20G,GENOM,,"R$ 42,93",740202,67498
243,AZELAN CREME 30GR,LEO PHARMA,,"R$ 89,24",1296801,80401
244,DERSANI HIDROGEL COM ALGINATO 85GR,MEGALABS FARMACEUTICA SA-OTC,,"R$ 99,90",1848640,98214
245,Hirudoid 5mg/g Gel 90g,DAIICHI-SANKYO,,"R$ 76,86",8628632,83216
246,HORMOSKIN CREME 30G,GERMED PHARMA,"R$ 168,11","R$ 142,89",1580127,83420
247,ITRASPOR 100MG C/4CAPS,EMS,"R$ 36,36","R$ 30,91",1266879,83528
248,KELO-COTE SPRAY 100ML,FARMOQUIMICA,"R$ 244,27","R$ 207,63",1298605,80400
