,ean,produto,marca,farmacia,preco com desconto,preco sem desconto,% desconto,descricao
135,7898100243143,"Ambrol 15mg/5mL, frasco com 100mL de xarope infantil + 1 copo medidor",Brasterápica,Drogaven,22.22,22.22,0.0,"Ambrol 15mg/5mL, frasco com 100mL de xarope infantil + 1 copo medidor"
136,7897705202418,"Fiasp 100U/mL, caixa com 5 carpules com 3mL de solução de uso subcutâneo (penfill)",Novo Nordisk,Drogaven,310.43,310.43,0.0,"Fiasp 100U/mL, caixa com 5 carpules com 3mL de solução de uso subcutâneo (penfill)"
137,7896006297369,"Femiane 0,075mg + 0,020mg, caixa com 63 drágeas",União Química,Drogaven,126.94,126.94,0.0,"Femiane 0,075mg + 0,020mg, caixa com 63 drágeas"
138,7896212427185,"Sporanox 100mg, caixa com 28 cápsulas duras",Janssen-Cilag,Drogaven,478.35,478.35,0.0,"Sporanox 100mg, caixa com 28 cápsulas duras"
139,7896206400385,"Nolvadex-D 20mg, caixa com 30 comprimidos",Astrazeneca,Drogaven,403.73,403.73,0.0,"Nolvadex-D 20mg, caixa com 30 comprimidos"
140,7891721202513,"Biconcor 5mg + 6,25mg, caixa com 30 comprimidos revestidos",Merck,Drogaven,138.42,138.42,0.0,"Biconcor 5mg + 6,25mg, caixa com 30 comprimidos revestidos"
141,7908236801220,"Inspra 50mg, caixa com 30 comprimidos revestidos",Upjohn Brasil,Drogaven,94.31,94.31,0.0,"Inspra 50mg, caixa com 30 comprimidos revestidos"
142,7894916509299,"Brasart BCC 320 + 5mg, caixa 60 comprimidos revestidos",EMS Sigma Pharma,Drogaven,207.3,207.3,0.0,"Brasart BCC 320 + 5mg, caixa 60 comprimidos revestidos"
143,7898495605083,"Flora 5 6 sachês, contendo 2g de pó para solução oral",Cifarma,Drogaven,66.91,66.91,0.0,"Flora 5 6 sachês, contendo 2g de pó para solução oral"
144,7896004777641,"Nebic 5mg, caixa com 90 comprimidos",Multilab,Drogaven,206.11,206.11,0.0,"Nebic 5mg, caixa com 90 comprimidos"
145,7898096578472,"Deocil SL 10mg, caixa com 30 comprimidos sublinguais",Diffucap Chemobras,Drogaven,102.19,102.19,0.0,"Deocil SL 10mg, caixa com 30 comprimidos sublinguais"
146,7896181907282,"Formocaps 12mcg, caixa com 30 cápsulas gelatinosas duras com pó de uso inalatório + 1 inalador",Aché,Drogaven,80.85,80.85,0.0,"Formocaps 12mcg, caixa com 30 cápsulas gelatinosas duras com pó de uso inalatório + 1 inalador"
147,7896094920927,"Coledue 10mg, caixa com 30 comprimidos",Cosmed,Drogaven,63.45,63.45,0.0,"Coledue 10mg, caixa com 30 comprimidos"
148,7896006270003,"Baclon 10mg, caixa com 20 comprimidos",União Química,Drogaven,29.53,29.53,0.0,"Baclon 10mg, caixa com 20 comprimidos"
149,7899551308900,"Sutriptan 100mg, caixa com 2 comprimidos revestidos",Biolab,Drogaven,57.77,57.77,0.0,"Sutriptan 100mg, caixa com 2 comprimidos revestidos"
150,7896112414971,"Vasopril 10mg, caixa com 60 comprimidos",Biolab,Drogaven,70.25,70.25,0.0,"Vasopril 10mg, caixa com 60 comprimidos"
151,7896658024931,"Bravan Duo 80mg + 5mg, caixa com 30 comprimidos revestidos",Aché,Drogaven,63.51,63.51,0.0,"Bravan Duo 80mg + 5mg, caixa com 30 comprimidos revestidos"
152,7896112401414,"Alozex 0,25mg/mL, frasco com 100mL de solução de uso capilar + aplicador",Biolab,Drogaven,207.39,207.39,0.0,"Alozex 0,25mg/mL, frasco com 100mL de solução de uso capilar + aplicador"
153,7893595770587,Floral de Bach Thérapi Maternim Maternidade Tranquila 30mL,Bioideal Distribuidora de Produtos para Saúde Ltda.,Drogaven,29.9,29.9,0.0,Floral de Bach Thérapi Maternim Maternidade Tranquila 30mL
154,7891317025052,"Ardro 1,5g + 1,2g, caixa com 30 sachês com 5,2g de granulado de uso oral, sabor laranja",Eurofarma,Drogaven,175.18,175.18,0.0,"Ardro 1,5g + 1,2g, caixa com 30 sachês com 5,2g de granulado de uso oral, sabor laranja"
155,7896472502776,"Buprovil Comprimido 600mg, 30 comprimidos revestidos",Multilab,Drogaven,50.1,50.1,0.0,"Buprovil Comprimido 600mg, 30 comprimidos revestidos"
156,7896083411399,Cran-B CR caixa com 30 comprimidos,Herbarium,Drogaven,105.95,105.95,0.0,Cran-B CR caixa com 30 comprimidos
157,7898495609364,"Imolac 10g/15mL, frasco com 120mL de solução de uso oral",Cifarma,Drogaven,41.9,41.9,0.0,"Imolac 10g/15mL, frasco com 120mL de solução de uso oral"
158,7891317476410,"Preni Solução Oral 3mg/mL, frasco com 120mL de solução de uso oral + seringa dosadora",Eurofarma,Drogaven,52.85,52.85,0.0,"Preni Solução Oral 3mg/mL, frasco com 120mL de solução de uso oral + seringa dosadora"
159,5060632508515,"Systen Sequi 3,2mg, caixa com 4 adesivos transdérmicos + 3,2mg + 11,2mg, caixa com 4 adesivos transdérmicos",Farma Vision Importadora e Exportadora de Medicamentos,Drogaven,146.15,146.15,0.0,"Systen Sequi 3,2mg, caixa com 4 adesivos transdérmicos + 3,2mg + 11,2mg, caixa com 4 adesivos transdérmicos"
160,7896255763172,"Iruxol Mono 1,2U/g, caixa contendo bisnaga com 30g de pomada de uso dermatológico",Abbott do Brasil,Drogaven,106.52,106.52,0.0,"Iruxol Mono 1,2U/g, caixa contendo bisnaga com 30g de pomada de uso dermatológico"
161,7896094202764,"Cardilol 6,25mg, 30 comprimidos",Libbs,Drogaven,45.57,45.57,0.0,"Cardilol 6,25mg, 30 comprimidos"
162,7896658027802,"ProVance 100.000.000UFC, 10 comprimidos mastigáveis, sabor lima-limão",Aché,Drogaven,49.99,49.99,0.0,"ProVance 100.000.000UFC, 10 comprimidos mastigáveis, sabor lima-limão"
163,7898505095187,"Nimsy 100mg, caixa com 12 comprimidos para suspensão de uso oral",Mabra,Drogaven,41.5,41.5,0.0,"Nimsy 100mg, caixa com 12 comprimidos para suspensão de uso oral"
164,7891317014377,"Buona 150mg, caixa com 30 cápsulas",Momenta Farma,Drogaven,156.23,156.23,0.0,"Buona 150mg, caixa com 30 cápsulas"
165,7897411650619,"Sancol 10mg, 30 comprimidos revestidos",Aché,Drogaven,56.6,56.6,0.0,"Sancol 10mg, 30 comprimidos revestidos"
166,7898586631366,"Saflutan 15mcg/mL, 30 flaconetes com 0,3mL de solução de uso oftálmico",Mundipharma,Drogaven,152.03,152.03,0.0,"Saflutan 15mcg/mL, 30 flaconetes com 0,3mL de solução de uso oftálmico"
167,7897337713467,"Desalex 5mg, 30 comprimidos revestidos",Organon,Drogaven,121.92,121.92,0.0,"Desalex 5mg, 30 comprimidos revestidos"
168,7898029552548,"Hyperium 1mg, caixa com 30 comprimidos",Servier,Drogaven,133.78,133.78,0.0,"Hyperium 1mg, caixa com 30 comprimidos"
169,7899640809790,"Olsar H 20mg + 12,5mg, 30 comprimidos revestidos",Eurofarma,Drogaven,67.41,67.41,0.0,"Olsar H 20mg + 12,5mg, 30 comprimidos revestidos"
170,7896083410958,Cran-B CR 30 sachês,Herbarium,Drogaven,181.57,181.57,0.0,Cran-B CR 30 sachês
171,7896241285022,"Vaslip 40mg, caixa com 30 comprimidos revestidos",Biolab,Drogaven,117.72,117.72,0.0,"Vaslip 40mg, caixa com 30 comprimidos revestidos"
172,7896083400263,"Sene Herbarium 100mg, caixa com 45 cápsulas duras",Herbarium,Drogaven,54.5,54.5,0.0,"Sene Herbarium 100mg, caixa com 45 cápsulas duras"
173,7896212410644,"Sporanox 100mg, 15 cápsulas duras",Janssen-Cilag,Drogaven,309.64,309.64,0.0,"Sporanox 100mg, 15 cápsulas duras"
174,7898096578243,"Unak 20mg, 30 comprimidos revestidos",Diffucap Chemobras,Drogaven,35.65,35.65,0.0,"Unak 20mg, 30 comprimidos revestidos"
175,7897473204331,"Clotrigel 20mg/g, bisnaga com 20g de creme de uso vaginal + 3 aplicadores",Glenmark,Drogaven,54.04,54.04,0.0,"Clotrigel 20mg/g, bisnaga com 20g de creme de uso vaginal + 3 aplicadores"
176,7896685303818,"Florax Hydra 45 frasco com 500mL de suspensão de uso oral, sabor guaraná",Hebron,Drogaven,25.76,25.76,0.0,"Florax Hydra 45 frasco com 500mL de suspensão de uso oral, sabor guaraná"
177,7899640808625,"Percoide Comprimido 5mg, 10 comprimidos revestidos",Eurofarma,Drogaven,10.47,10.47,0.0,"Percoide Comprimido 5mg, 10 comprimidos revestidos"
178,7896269900303,"Betnovate 1mg/g, bisnaga com 30g de creme de uso dermatológico",GSK,Drogaven,53.39,53.39,0.0,"Betnovate 1mg/g, bisnaga com 30g de creme de uso dermatológico"
179,7896658037160,"Volare 40mg, caixa com 10 seringas preenchidas com 0,4mL de solução de uso injetável + sistema de segurança",Aché,Drogaven,805.42,805.42,0.0,"Volare 40mg, caixa com 10 seringas preenchidas com 0,4mL de solução de uso injetável + sistema de segurança"
180,7899640808670,"Percoide Comprimido 40mg, 7 comprimidos revestidos",Eurofarma,Drogaven,61.63,61.63,0.0,"Percoide Comprimido 40mg, 7 comprimidos revestidos"
181,7897337714495,"Vytorin 10mg + 40mg, 30 comprimidos",Organon,Drogaven,337.76,337.76,0.0,"Vytorin 10mg + 40mg, 30 comprimidos"
182,7894916502863,"Deflaimmun Comprimido 7,5mg, 20 comprimidos",EMS Sigma Pharma,Drogaven,62.0,62.0,0.0,"Deflaimmun Comprimido 7,5mg, 20 comprimidos"
183,7896676414653,"Ana-Flex 35mg + 300mg + 50mg, 30 comprimidos",Laboratório Cristália,Drogaven,20.7,20.7,0.0,"Ana-Flex 35mg + 300mg + 50mg, 30 comprimidos"
184,7896004731100,"Plantare 3,5g/g, 10 sachês com 5g de pó para solução de uso oral",Legrand,Drogaven,,,,"Plantare 3,5g/g, 10 sachês com 5g de pó para solução de uso oral"
185,7898149939267,"Botulift 200U, frasco-ampola com pó para solução de uso intramuscular",Bergamo/Amgen,Drogaven,,,,"Botulift 200U, frasco-ampola com pó para solução de uso intramuscular"
186,7908134200286,"Cherry 2mg + 0,03mg, 21 comprimidos revestidos + 7 placebos",Farmoquímica,Drogaven,43.32,43.32,0.0,"Cherry 2mg + 0,03mg, 21 comprimidos revestidos + 7 placebos"
187,7896548140222,"Trisorb 1mg/mL + 3mg/mL + 2mg/mL, frasco com 15mL de solução de uso oftálmico",Novartis,Drogaven,30.8,30.8,0.0,"Trisorb 1mg/mL + 3mg/mL + 2mg/mL, frasco com 15mL de solução de uso oftálmico"
188,7896083400164,"Cáscara Sagrada Herbarium 75mg, caixa com 45 cápsulas",Herbarium,Drogaven,51.29,51.29,0.0,"Cáscara Sagrada Herbarium 75mg, caixa com 45 cápsulas"
189,7899640800469,"Bart H 150mg + 12,5mg, 30 comprimidos",Eurofarma,Drogaven,138.26,138.26,0.0,"Bart H 150mg + 12,5mg, 30 comprimidos"
190,7891721002045,"Biconcor 5mg + 6,25mg, 30 comprimidos revestidos",Merck,Drogaven,138.42,138.42,0.0,"Biconcor 5mg + 6,25mg, 30 comprimidos revestidos"
191,7896070601451,"Secnidal 1000mg, caixa com 4 comprimidos revestidos",Sanofi,Drogaven,91.62,91.62,0.0,"Secnidal 1000mg, caixa com 4 comprimidos revestidos"
192,7897917000161,"Deltapil 0,20mg/mL, frasco com 100mL de loção de uso capilar",Belfar,Drogaven,24.26,24.26,0.0,"Deltapil 0,20mg/mL, frasco com 100mL de loção de uso capilar"
193,7908236800353,"Norvasc 10mg, caixa com 30 comprimidos",Mylan,Drogaven,163.31,163.31,0.0,"Norvasc 10mg, caixa com 30 comprimidos"
194,7891317118242,"Versa 20mg/0,2mL, caixa com 6 seringas preenchidas com 0,2mL de solução de uso subcutâneo ou intravenoso + sistema de segurança",Eurofarma,Drogaven,241.31,241.31,0.0,"Versa 20mg/0,2mL, caixa com 6 seringas preenchidas com 0,2mL de solução de uso subcutâneo ou intravenoso + sistema de segurança"
195,7891317412524,"Trok 20mg/g + 0,64mg/g, bisnaga com 10g de creme de uso dermatológico",Eurofarma,Drogaven,19.41,19.41,0.0,"Trok 20mg/g + 0,64mg/g, bisnaga com 10g de creme de uso dermatológico"
196,7898430193545,"Silarym 200mg, caixa com 60 cápsulas duras",Myralis,Drogaven,91.8,91.8,0.0,"Silarym 200mg, caixa com 60 cápsulas duras"
197,7897572000025,"Mercilon 0,15mg + 0,02mg, 63 comprimidos",Organon,Drogaven,162.99,162.99,0.0,"Mercilon 0,15mg + 0,02mg, 63 comprimidos"
198,7891045040891,"Caltrate 600 + D 600mg + 200UI, 60 comprimidos revestidos",Wyeth/Pfizer,Drogaven,130.47,130.47,0.0,"Caltrate 600 + D 600mg + 200UI, 60 comprimidos revestidos"
199,7896094207806,"Cardilol 6,25mg, 60 comprimidos",Libbs,Drogaven,85.96,85.96,0.0,"Cardilol 6,25mg, 60 comprimidos"
200,7891106906258,"Androcur 50mg, 20 comprimidos",Bayer,Drogaven,231.25,231.25,0.0,"Androcur 50mg, 20 comprimidos"
201,7896641802478,"Pantozol 20mg, 28 comprimidos revestidos de liberação retardada",Takeda,Drogaven,241.24,241.24,0.0,"Pantozol 20mg, 28 comprimidos revestidos de liberação retardada"
202,7899640808724,"Percoide Solução Oral 3mg/mL, frasco com 60mL de solução de uso oral + seringa dosadora",Eurofarma,Drogaven,26.43,26.43,0.0,"Percoide Solução Oral 3mg/mL, frasco com 60mL de solução de uso oral + seringa dosadora"
203,7896210507179,Elixir 914 frasco com 150mL de solução de uso oral,Laboratório Simões,Drogaven,31.59,31.59,0.0,Elixir 914 frasco com 150mL de solução de uso oral
204,7896004775685,"Fixenato 150mg, caixa com 1 comprimido revestido",Germed Pharma,Drogaven,191.79,191.79,0.0,"Fixenato 150mg, caixa com 1 comprimido revestido"
205,7894916514941,"Enavo ODT 8mg, 40 comprimidos de desintegração oral",Chiesi,Drogaven,80.69,80.69,0.0,"Clenil HFA 250mcg/dose, tubo com 200 doses de suspensão de uso inalatório + 1 espaçador jet"
206,7896672202919,"Clenil HFA 250mcg/dose, tubo com 200 doses de suspensão de uso inalatório + 1 espaçador jet",EMS,Drogaven,219.9,219.9,0.0,"Enavo ODT 8mg, 40 comprimidos de desintegração oral"
207,7896212426928,"Pariet 10mg, 14 comprimidos revestidos",Janssen-Cilag,Drogaven,119.22,119.22,0.0,"Pariet 10mg, 14 comprimidos revestidos"
208,7896637031813,"Inpruv D K 1.000UI + 100mcg, 30 cápsulas",Apsen,Drogaven,43.11,43.11,0.0,"Inpruv D K 1.000UI + 100mcg, 30 cápsulas"
209,7895858017194,"Emla 25mg + 25mg, bisnaga com 5g de creme de uso dermatológico + 2 bandagens oclusivas",Aspen Pharma,Drogaven,28.98,28.98,0.0,"Emla 25mg + 25mg, bisnaga com 5g de creme de uso dermatológico + 2 bandagens oclusivas"
210,7896094200975,"Cardilol 25mg, 30 comprimidos",Libbs,Drogaven,74.09,74.09,0.0,"Cardilol 25mg, 30 comprimidos"
211,7896112480846,"Serenus 0,15mg + 0,2mg + 1,5mg, 20 comprimidos revestidos",Biolab,Drogaven,62.34,62.34,0.0,"Serenus 0,15mg + 0,2mg + 1,5mg, 20 comprimidos revestidos"
212,7891045043588,Advil 400mg com 16 cápsulas moles,PF Consumer Healthcare,Drogaven,45.99,45.99,0.0,Advil 400mg com 16 cápsulas moles
213,7896658025532,"Zyad 20mg, 2 comprimidos revestidos",Aché,Drogaven,66.41,66.41,0.0,"Zyad 20mg, 2 comprimidos revestidos"
214,7891317451400,"Zart H 100mg + 25mg, caixa com 30 comprimidos revestidos",Eurofarma,Drogaven,90.63,90.63,0.0,"Zart H 100mg + 25mg, caixa com 30 comprimidos revestidos"
215,7896255764926,"Tanakan 80mg, caixa contendo 30 comprimidos revestidos",Abbott do Brasil,Drogaven,218.47,218.47,0.0,"Tanakan 80mg, caixa contendo 30 comprimidos revestidos"
216,7896112406464,"Embo 5mg, 60 comprimidos revestidos",Biolab,Drogaven,214.28,214.28,0.0,"Embo 5mg, 60 comprimidos revestidos"
217,7896206401368,"Losec Mups 20mg, caixa com 14 comprimidos revestidos",Biopas,Drogaven,230.92,230.92,0.0,"Losec Mups 20mg, caixa com 14 comprimidos revestidos"
218,7891106914024,"Neovlar 0,25mg + 0,05mg, 21 drágeas",União Química,Drogaven,9.12,9.12,0.0,"Neovlar 0,25mg + 0,05mg, 21 drágeas"
219,7891158105814,"Rivacrist 10mg, caixa com 30 comprimidos revestidos",Abbott do Brasil,Drogaven,153.24,153.24,0.0,"Rivacrist 10mg, caixa com 30 comprimidos revestidos"
220,7896685302026,"Kios 640mg, 28 comprimidos revestidos",Hebron,Drogaven,115.68,115.68,0.0,"Kios 640mg, 28 comprimidos revestidos"
221,7891045043762,Advil 400mg com 20 cápsulas moles,PF Consumer Healthcare,Drogaven,51.49,51.49,0.0,Advil 400mg com 20 cápsulas moles
222,7898495607322,"Variflux 450mg + 50mg, caixa com 60 comprimidos revestidos",Cifarma,Drogaven,130.49,130.49,0.0,"Variflux 450mg + 50mg, caixa com 60 comprimidos revestidos"
223,7896261015616,"Exforge HCT 160mg + 25mg + 10mg, caixa com 28 comprimidos revestidos",Novartis,Drogaven,221.8,221.8,0.0,"Exforge HCT 160mg + 25mg + 10mg, caixa com 28 comprimidos revestidos"
224,7899470807737,"Nasojet Kids 0,9% caixa com 1 frasco aerossol com 100mL de solução de uso nasal",Natulab,Drogaven,36.99,36.99,0.0,"Nasojet Kids 0,9% caixa com 1 frasco aerossol com 100mL de solução de uso nasal"
225,7891142116000,"Migrainex 250mg + 250mg + 65mg, 20 comprimidos revestidos",Cosmed,Drogaven,56.53,56.53,0.0,"Migrainex 250mg + 250mg + 65mg, 20 comprimidos revestidos"
226,7896004734026,"Repopil 35 2mg + 0,035mg, 63 comprimidos revestidos",Legrand,Drogaven,71.64,71.64,0.0,"Repopil 35 2mg + 0,035mg, 63 comprimidos revestidos"
227,7893595770433,Floral de Bach Thérapi Foco Fit Alimentação e Exercício 30mL,Thérapi,Drogaven,29.9,29.9,0.0,Floral de Bach Thérapi Foco Fit Alimentação e Exercício 30mL
228,7898074613430,"Fluimucil 200mg, caixa com 16 comprimidos efervescentes",Zambon,Drogaven,54.61,54.61,0.0,"Fluimucil 200mg, caixa com 16 comprimidos efervescentes"
229,7898079009511,Diu Andalan Comfort Cu 375 1 Dispositivo Intrauterino,DKT,Drogaven,247.9,247.9,0.0,Diu Andalan Comfort Cu 375 1 Dispositivo Intrauterino
230,7897642730531,Canela de Velho Natunéctar frasco com 60 cápsulas,Velini & Jussani,Drogaven,35.9,35.9,0.0,Canela de Velho Natunéctar frasco com 60 cápsulas
231,7891142115508,"Alivium 30mg/mL, frasco com 100mL de suspensão de uso oral + seringa dosadora",Cosmed,Drogaven,65.08,65.08,0.0,"Alivium 30mg/mL, frasco com 100mL de suspensão de uso oral + seringa dosadora"
232,7896083411764,"Imunoflan 307,39mg/mL, frasco com 200mL de solução de uso oral",Herbarium,Drogaven,176.5,176.5,0.0,"Imunoflan 307,39mg/mL, frasco com 200mL de solução de uso oral"
233,7896676433104,"Maxibell 0,5mg/mL + 4mg/mL, frasco com 10mL de solução de uso oftálmico",Laboratório Cristália,Drogaven,17.37,17.37,0.0,"Maxibell 0,5mg/mL + 4mg/mL, frasco com 10mL de solução de uso oftálmico"
234,7896112406129,Endofer 50mg/mL frasco com 30mL de solução de uso oral,Biolab,Drogaven,33.58,33.58,0.0,Endofer 50mg/mL frasco com 30mL de solução de uso oral
235,7896658036316,"Lévty 10.000U.FCC, caixa com 8 comprimidos mastigáveis",Aché,Drogaven,19.33,19.33,0.0,"Lévty 10.000U.FCC, caixa com 8 comprimidos mastigáveis"
236,7897316805459,"Latisse 0,3mg/mL, frasco com 5mL de solução de uso dermatológico + 100 aplicadores",Allergan,Drogaven,266.4,266.4,0.0,"Latisse 0,3mg/mL, frasco com 5mL de solução de uso dermatológico + 100 aplicadores"
237,7896094921245,"Blusoro Jet Infatil 0,9%, frasco spray com 100mL de solução de uso nasal",Cosmed,Drogaven,45.84,45.84,0.0,"Blusoro Jet Infatil 0,9%, frasco spray com 100mL de solução de uso nasal"
238,7896226103020,"Permear 300mg, 20 comprimidos",Marjan Farma,Drogaven,164.5,164.5,0.0,"Permear 300mg, 20 comprimidos"
239,7894916501668,"Toragesic Solução Oral 20mg/mL, frasco com 10mL de solução de uso oral",EMS Sigma Pharma,Drogaven,71.28,71.28,0.0,"Toragesic Solução Oral 20mg/mL, frasco com 10mL de solução de uso oral"
240,7896261015593,"Exforge HCT 160mg + 25mg + 5mg, 28 comprimidos revestidos",Novartis,Drogaven,188.45,188.45,0.0,"Exforge HCT 160mg + 25mg + 5mg, 28 comprimidos revestidos"
241,7897595600851,"Diasec 2mg, caixa com 12 comprimidos",Sandoz,Drogaven,8.53,8.53,0.0,"Diasec 2mg, caixa com 12 comprimidos"
242,7896004754123,"Micropil 0,075mg + 0,030mg, 63 comprimidos revestidos",EMS Sigma Pharma,Drogaven,79.08,79.08,0.0,"Micropil 0,075mg + 0,030mg, 63 comprimidos revestidos"
243,7898096578458,"Nyteb 5mg, caixa com 30 comprimidos",Diffucap Chemobras,Drogaven,62.04,62.04,0.0,"Nyteb 5mg, caixa com 30 comprimidos"
244,7896046300012,"Artelac Rebalance 0,15%, frasco com 10mL de solução de uso oftálmico",Bausch + Lomb,Drogaven,78.29,78.29,0.0,"Artelac Rebalance 0,15%, frasco com 10mL de solução de uso oftálmico"
245,735201084206,Floral Thérapi Liderança e Sucesso 30mL,Bioideal Distribuidora de Produtos para Saúde Ltda.,Drogaven,29.9,29.9,0.0,Floral Thérapi Liderança e Sucesso 30mL
246,7891317009304,"Ártico Sachê 1,5g + 1,2g, caixa com 30 sachês com 5,2g de granulado de uso oral, sabor maracujá",Eurofarma,Drogaven,236.19,236.19,0.0,"Ártico Sachê 1,5g + 1,2g, caixa com 30 sachês com 5,2g de granulado de uso oral, sabor maracujá"
247,7896112403326,Sinustrat Hidratante frasco com 30mL de solução de uso nasal,Biolab,Drogaven,46.13,46.13,0.0,Sinustrat Hidratante frasco com 30mL de solução de uso nasal
248,7896230311343,Pomada para Assaduras Geriátrica Geriaderm 120g,Geriaderm,Drogaven,44.9,44.9,0.0,Pomada para Assaduras Geriátrica Geriaderm 120g
249,735201084091,Floral Thérapi Tristeza 30mL,Bioideal Distribuidora de Produtos para Saúde Ltda.,Drogaven,29.9,29.9,0.0,Floral Thérapi Tristeza 30mL
250,7896548114124,"Glautimol 5mg/mL, caixa contendo frasco com 5mL de solução de uso oftálmico",Novartis,Drogaven,15.65,15.65,0.0,"Glautimol 5mg/mL, caixa contendo frasco com 5mL de solução de uso oftálmico"
251,7891106914642,"Microvlar 0,15mg + 0,03mg, 63 drágeas",União Química,Drogaven,27.87,27.87,0.0,"Microvlar 0,15mg + 0,03mg, 63 drágeas"
252,7898074617797,"Xadago 50mg, 14 comprimidos revestidos",Zambon,Drogaven,113.05,113.05,0.0,"Xadago 50mg, 14 comprimidos revestidos"
253,7897316804735,"Acular LS 4mg/mL, frasco com 5mL de solução de uso oftálmico",Allergan,Drogaven,71.72,71.72,0.0,"Acular LS 4mg/mL, frasco com 5mL de solução de uso oftálmico"
254,7896676421637,"Caberedux 0,5mg, caixa com 2 comprimidos orodispersíveis",Laboratório Cristália,Drogaven,94.41,94.41,0.0,"Caberedux 0,5mg, caixa com 2 comprimidos orodispersíveis"
