,Produto,EAN,Marca,Descrição
124,Puran T4 125Mcg Sanofi Caixa 30 Comprimidos,7897595901446,SANOFI - PRESCRIÇÃO,Puran T4 125mcg Sanofi Caixa 30 Comprimidos
125,Ciflogex Laranja 3Mg Cimed Caixa 12 Pastilhas,7896523216454,CIMED,
126,Dramin B6 Takeda Caixa 30Ml Solução Oral,7896094922075,HYPERMARCAS PP,Dramin B6 Takeda Caixa 30ml Solução Oral
127,Gelol 52 5Mg G Pomada 20G,7896094901582,HYPERMARCAS CH,"Gelol 52,5mg/g Cosmed Caixa 20g"
128,Xigduo Xr 5 1000Mg Caixa 60 Comp Rev,5000456028370,ASTRAZENECA,
129,Fluconazol 150Mg Medley Caixa 2 Cápsulas,7896422505079,MEDLEY GENERICO,
130,Cloridrato De Dorzolamida Maleato De Timolol Teuto Caixa 5Ml Solução Oftálmica,7896112129653,TEUTO BRAS,
131,Ibuprofeno 400 Mg Neo Química,7896714211275,NEO QUIMICA GENERICO,"Indicação: para redução da febre e para alívio temporário de dores leves a moderadas, como dor de cabeça, cólica menstrual, dor de dente, dor associada às gripes e resfriados, dor muscular, dor na parte inferior das costas (dor lombar), dor associada a processos infl amatórios e/ou traumáticos (como entorses e distensões), dor leve associada à infl amação de articulações, dor ocasionada por problemas reumáticos não relacionados com articulações."
132,Tylenol Gotas 15Ml 200Mg,7896212479924,JANSSEN OTC,
133,Luftal Gotas Simeticona 75mg/ml - 30ml,7896016808302,RECKITT BENCKISER,
134,Lasix 40Mg Sanofi Caixa 20 Comprimidos,7891058431037,SANOFI - PRESCRIÇÃO,
135,Cimed Ciflogex,7896523206288,CIMED,"Ciflogex Spray Menta 1,5mg/ml Cimed Caixa 30ml"
136,Ibuprofeno 100Mg Ml Suspensão Oral 20Ml Medley,7896422519830,MEDLEY GENERICO,Ibuprofeno Frutas sem Açúcar 100mg Medley Caixa 20ml
137,Aciclovir 50 Mg G Creme Dermatológico Cimed Genérico,7896523207629,CIMED,
138,Regulador Intestinal 20 Bi 10 Cápsulas,7891317019303,MOMENTA FARMACEUTICA,20 Bi Momenta 335mg Caixa 10 Cápsulas
139,Gripinew 6Cp,7896862926120,MEDQUIMICA,
140,Neomicina+Bacitracina Pomada 15Gr Genérico Cimed,7896523209142,CIMED,
141,Dipirona Monoidratada 500Mg Ml Solução Oral 10Ml Ems,7896004715841,EMS GENERICO,
142,Puran T4 100Mcg Sanofi Caixa 30 Comprimidos,7897595901033,SANOFI - PRESCRIÇÃO,
143,CataflamPRO Emulgel Tripla Ação Analgésico Anti-Inflamatório para Tratamento da Inflamação e Dor Muscular com 30g,7896261014244,GLAXO OTC,
144,Epocler Abacaxi Com 6 Flaconetes,7896094909182,HYPERMARCAS CH,
145,Analgésico Dorflex Uno Enxaqueca 1g 20 Comprimidos,7891058000103,SANOFI - CHC,
146,Xarope Desloratadina 0 5Mg Ml Medley Caixa 60Ml Seringa Dosadora,7896422521260,MEDLEY GENERICO,"Xarope Desloratadina 0,5mg/ml Medley Caixa 60ml + Seringa Dosadora"
147,Biozinc Kids 2Mg 0 5Ml 75Ml Solução Aché,7896658026850,ACHE,Suplemento Mineral à Base de Zinco Guaraná Bio Zinc Kids Caixa 75ml
148,Torsilax Neo Química 4 Comprimidos,7896714257594,NEO QUÍMICA,Torsilax Neo Química 4 Comprimidos
149,Benegrip Multi Frutas Vermelhas Solução 240Ml,7896094905825,HYPERMARCAS CH,Benegrip Multi Frutas Vermelhas Cosmed Frasco 240ml
150,Rinosoro Jet 0 9% Infantil Spray 100Ml,7896094917385,HYPERMARCAS PP,"Rinosoro Jet Infantil 9,0mg/ml Mantecorp Farmasa Caixa 100ml"
151,Lantus Solostar 100U Ml Sanofi Caixa 3Ml Solução Injetável,7891058003029,SANOFI - PRESCRIÇÃO,
152,Colírio Lacrifilm 10Ml Solução Oftámilca Genom,7896006291398,GENOM,
153,Suplemento Vitamínico E Mineral Zirvit Kids 150Ml Suspensão Arese Pharma,7899824401031,ARESE,
154,Hidróxido De Alumínio 61 5 Mg Ems,7896004701288,EMS GENERICO,Hidróxido de Alumínio Hortelã sem Açúcar EMS Caixa 240ml + Copo Medida
155,Materna 30 Comprimidos Revestidos,7891045031257,NESTLE,
156,Nimesulida 100Mg Caixa 12 Comp,7899547529616,PRATTI-DONADUZZI,
157,Pantoprazol 40Mg 42 Comprimidos Genérico Cimed,7896523226323,CIMED,
158,Tratamento da candidíase Gino-Canesten® Creme Vaginal - 6 dias,7891106001762,BAYER OTC,"Mais comum do que se imagina, 3 em cada 4 mulheres podem ter Candidíase durante suas vidas.
A coceira vaginal e o corrimento branco espesso são os sintomas mais comuns.
Mesmo sendo bastante desagradável, é fácil de ser tratada! Gino-Canesten® resolve a candidíase em 6 aplicações aliviando os sintomas desde o primeiro uso."
159,Secnidazol 1000Mg Bl X 2 Comp,7897595631510,SANDOZ,
160,Dipirona Sádica 500Mg 10 Comprimidos,7899547537208,PRATTI-DONADUZZI,
161,Sintocalmy 600Mg 30 Comprimidos Revestidos,7896658021428,ACHE,
162,Xarope Abrilar 7Mg Ml Fqm Caixa 100Ml Copo Medida,7898040320973,FQM,
163,Estomazil Abacaxi 10 Comprimidos Mastigáveis,7896094903777,HYPERMARCAS CH,
164,Diclof Dietilam Gel 60G Genérico Cimed,7896523207803,CIMED,
165,Avide 100Mg AchêCaixa 9 Cápsulas,7896658026195,ACHE,
166,Florax Sm Adulto Sabor Framboesa 5 Flaconetes Hebro,7896685301654,HEBRON,
167,Cloridrato De Naratriptana 2 5Mg Nova Química Caixa 10 Comprimidos Revestidos,7895296105040,NOVA QUIMICA,
168,Naldecon Pack Dia e Noite - Caixa 24 Comprimidos,7896016807213,RECKITT BENCKISER,
169,Colidis 5Ml,7896658027796,ACHE,
170,Insulina Tresiba Flextouch 100U Ml Com 1 Caneta,7897705201916,NOVO NORDISK,
171,Lidocaína 50Mg G Ems Caixa 25G,7896004722467,EMS GENERICO,
172,Lacrifilm 15Ml Solução Oftálmica Genom,7896006290216,GENOM,Lacrifilm 5mg/ml Genom Caixa 15ml Solução Oftálmica Estéril
173,Descongestionante Nasal Salsep Spray 50Ml,7896094201514,LIBBS,
174,Xarope Desloratadina 0 5Mg Ml Medley Caixa 100Ml Seringa Dosadora,7896422521277,MEDLEY GENERICO,
175,Nesina 25Mg Takeda Caixa 30 Comprimidos Revestidos,7896641809170,HYPERMARCAS PP,
176,Metildopa 500Mg Ems Caixa 30 Comprimidos Revestidos,7896004703473,EMS GENERICO,
177,Gastrol Com 20 Pastilhas,7896622300443,HYPERMARCAS CH,
178,Glibenclamida 5Mg Ems Caixa 30 Comprimidos,7896004706474,EMS GENERICO,
179,Analgésico Flanax 275mg Bayer com 8 comprimidos,7891106913683,BAYER OTC,
180,Doril Enxaqueca 4 Comprimidos,7896094910546,HYPERMARCAS CH,Doril Enxaqueca Cosmed 4 Comprimidos Revestidos
181,Comprimidos Efervescentes Cebion Vitamina C sabor Laranja 10 Comprimidos,7891721100017,PROCTER&GAMBLE MED,
182,Polaramine Solução Oral 120Ml 0 4Mg,7891142171757,HYPERMARCAS CH,
183,Mononitrato De Isossorbida 20Mg AchêCaixa 30 Comprimidos,7896181908302,BIOSINTETICA GENERIC,
184,Citrato De Sildenafila 50Mg Medley Caixa 4 Comprimidos Revestidos,7896422525190,MEDLEY GENERICO,Citrato de Sildenafila 50mg Medley Caixa 4 Comprimidos Revestidos
185,Rehidrat 90 Pó 4 Envelopes,7891317007478,SUPERA FARMA,
186,Floratil Po 200Mg 4 Envelópes,7898040329570,DIVCOM,Floratil 200mg Merck Caixa 4 Unidades de 1g Cada
187,Creme Protetor Hipoglos 80G Amêndoas,7891010249960,JANSSEN OTC,
188,Clotrimazol 20Mg G Medley Caixa 20G 3 Aplicadores Descartáveis,7896422506434,MEDLEY GENERICO,
189,VICK PYRENA BOX MEL E LIMAO 5ENV D,7501001310288,PROCTER&GAMBLE MED,
190,Hidralyte 45 Sabor Água De Coco 500Ml Natulab,7898133139253,NATULAB,
191,Florax Sm Framboesa 25Ml Solução Pediátrica,7896685301661,HEBRON,
192,Neo Loratadin 12 Comprimidos 10Mg,7896714240206,NEO QUÍMICA,Neo Loratadin 10mg Antialérgico Neo Química Caixa 12 Comprimidos
193,Floratil 100Mg Com 12 Cápsulas,7898040329648,DIVCOM,
194,Tratamento da candidíase Gino-Canesten® Comprimido Vaginal - 1 dia,7891106001755,BAYER OTC,
195,Miosan 10Mg Apsen Caixa 10 Comprimidos Revestidos,7896637023665,APSEN,
196,Maleato De Dexclorfeniramina 2Mg Neo Química,7896714201498,NEO QUIMICA GENERICO,
197,Dipirona Monoidratada 500Mg Ml Gotas 20Ml Neo Química,7896714213736,NEO QUIMICA GENERICO,"Indicação: analgésico, especialmente nos casos de dor de cabeça e enxaqueca."
198,Pepsogel 240Ml Suspensão Legrand,7896004712642,LEGRAND,
199,Prednisolona 20Mg Ems Caixa 10 Comprimidos,7896004733234,EMS GENERICO,
200,GESTAMAX PLUS 60CAPS,7896094920637,HYPERMARCAS PP,
201,Tamarine Geléia Zero Adição De Açúcar 150G,7897322709789,HYPERMARCAS CH,
202,Paracetamol 500 Mg Prati Donaduzzi,7898148295012,PRATTI-DONADUZZI,
203,Polaramine 20 Comprimidos Revestidos 2Mg,7891142171719,HYPERMARCAS CH,Polaramine 2mg Mantecorp Farmasa Caixa 20 Comprimidos Revestidos
204,Domperidona 10Mg Eurofarma Caixa 30 Comprimidos,7891317452995,EUROFARMA GENERICO,Domperidona 10mg Eurofarma Caixa 30 Comprimidos
205,Nebacetin Pomada 50G,7896641804595,HYPERMARCAS CH,Nebacetin Takeda Caixa 50g
206,Utrogestan 200Mg Besins Healthcare Caixa 14 Cápsulas,7898948648148,BESINS HEALTHCARE,
207,Massageol Spray 120ml,7896714273006,NEO QUÍMICA,"Indicação: Tratamento das contusões,dores musculares, torcicolos e nevralgias."
208,Advil Mulher 400mg Analgésico para Alívio da Cólica Menstrual blister com 10 cápsulas líquidas,7891045164184,GLAXO OTC,
209,Buscopan 20 Drágeas 10Mg,7896026300308,HYPERMARCAS CH,Buscopan 10mg Boehringer Ingelheim Caixa 20 Drágeas
210,Xantinon 100Mg+20Mg 30 Comprimidos,7896006216483,UNIAO QUIMICA SIMILA,
211,Succinato De Metoprolol 50Mg Medley Caixa 30 Comprimidos Revestidos,7896206407384,SANDOZ,
212,Tioconazol Tinidazol Ems Caixa 35G 7 Aplicadores,7896004705132,EMS GENERICO,
213,Loratadina 1 Mg Ml Xarope BiosintÉtica Genérico,7896181911128,BIOSINTETICA GENERIC,
214,Florax 5 Flaconetes De 5Ml 100 Milhões Ml,7896685300190,HEBRON,
215,Antialérgico Allegra 120 mg 10 comprimidos,7891058168049,SANOFI - CHC,
216,"Proctan Pomada para HEMORROIDAS, proporciona ALÍVIO RÁPIDO das DORES E INCOMODO, 25g + 6 aplicadores",17898949409462,GENOMMA,
217,Rehidrat 50 4 Envelopes Eurofarma,7891317007454,SUPERA FARMA,
218,Nasonex 50Mcg Atomização Schering Plough Caixa 9G,7897337716550,SUPERA FARMA,
219,Lactuliv Sabor Salada De Frutas Solução Oral 120Ml,7896004723341,LEGRAND,
220,Budesonida 64Mcg Ems Caixa Suspensão Spray,7896004758275,EMS GENERICO,
221,Vonau Flash 8Mg Biolab Caixa 10 Comprimidos,7896241296400,BIOLAB SANUS,
222,Provance Sabor Morango 10 Comprimidos,7896658028175,ACHE,Provance Morango Aché Caixa 10 Comprimidos Mastigáveis
223,Cetoprofeno 50Mg Ems Caixa 24 Cápsulas,7896004705736,EMS GENERICO,
224,Pastilha Benalet Mel&Limão Blister 4 Pastilhas,7891010974923,JANSSEN OTC,
225,Probiótico Enterogermina Tamanho Família 20 frascos,7891058017002,SANOFI - CHC,Enterogermina sem Sabor Sanofi Caixa 100ml 20 Frascos de 5ml Cada
226,Dimegas 75Mg Gotas,7896523212524,CIMED,
227,Infralax Ems Caixa 15 Comprimidos,7896004727158,EMS SIMILAR,
228,Dexclorfeniramina Histamin Creme 30G,7896714226033,NEO QUÍMICA,"Indicação: No alívio sintomático de algumas manifestações alérgicas, tais como: dermatite de contato e atópica, rinites vasomotoras, angioedema, urticária e processos alérgicos de outras origens, pruridos anais, vulvares e de origem inespecífica; febre do feno."
229,Torsilax Neo Química Caixa 30 Comprimidos,7896714200804,NEO QUÍMICA,
230,Digeplus AchêCaixa 30 Cápsulas,7896658008023,ACHE,Digeplus Aché Caixa 30 Cápsulas Duras
231,Budesonida 32Mcg Ems Caixa 1 Frasco,7896004758268,EMS GENERICO,
232,Hyabak Solução Oftámilca Genom 0 15% 10Ml,3662042000058,GENOM,"Hyabak 0,15% Théa Caixa 10ml"
233,Sanasar 250Mg Ml Loção Emulsão Tópica Frasco Com 100Ml,7896331704037,HERTZ,
234,Prolopa Bd 125Mg Caixa 60 Comp,7896226506388,FQM,
235,Vick Drops Sabor Laranja com 5 pastilhas,7896093002150,PROCTER&GAMBLE MED,
236,Cloridrato Fexofenadina 180Mg 10 Comprimidos Genérico Cimed,7896523220352,CIMED,
237,Cutisanol Pó 150G,7897406119886,CRISTALIA,
238,Sal de Fruta ENO Tradicional Antiácido para Azia e Má Digestão Frasco 100g,7896015560300,GLAXO OTC,
239,Paracetamol Bebê 100Mg Ml Suspensão Oral 15Ml Ems,7896004716299,EMS GENERICO,
240,Ácido Mefen 500Mg Medley Caixa 12 Comprimidos,7896422516877,MEDLEY GENERICO,
241,Neosaldina 30 Drágeas Takeda,7896094999992,HYPERMARCAS CH,Neosaldina Takeda Caixa 30 Drágeas Embalagem Econômica
242,Ácido Acetilsalicílico 100Mg Infantil 30 Comprimidos Ems,7896004710891,EMS GENERICO,
243,Colírio Claril Alcon 15Ml,7896548113479,ALCON,Claril Alcon Caixa 15ml Solução Oftálmica Estéril
244,Pantoprazol Sádico Sesqui Hidratado 20Mg Medley Caixa 42 Comprimidos Revestidos,7896422517263,MEDLEY GENERICO,
245,Clenil A 400Mcg Ml Chiesi Caixa 10 Flaconetes 2Ml Cada,7896672202681,CHIESI,Clenil A 400mcg/ml Chiesi Caixa 10 Flaconetes 2ml Cada
246,Dramavit B6 Neo Química Caixa 20Ml Solução Gotas,7896622304847,NEO QUÍMICA,Dramavit B6 Neo Química Caixa 20ml Solução Gotas
247,Naramig 2 5Mg Gsk Caixa 4 Comprimidos Revestidos,7896269900983,GLAXOSMITHKLINE,"Naramig 2,5mg GSK Caixa 4 Comprimidos Revestidos"
248,Creme Preventivo Contra Assaduras Hipoglós Nutre E Recupera Amêndoas 40G,7891010249953,JANSSEN OTC,
249,SUPOSITORIO GLIC INFANT GRANADO C/12,7896512901408,GRANADO,
250,Biovicerin 1 X 106 End Ml Sus Or Ct 2 Flac X 5 Ml,7898100268290,MEGALABS,
251,Bromelin Própolis 50Ml Spray,7896685300497,HEBRON,
252,Xantinon Complex 10 Comprimidos,7896006216254,UNIAO QUIMICA SIMILA,Xantinon Takeda 10 Comprimidos Revestidos
253,Bioargi 1G 16 Comprimidos União Química,7896006210948,UNIAO QUIMICA SIMILA,
254,Florax Sm Uva 25Ml Solução,7896685303290,HEBRON,
255,Prednisona 20 Mg 20 Comprimidos Neo Química Genérico,7896714212098,NEO QUIMICA GENERICO,
256,Bissulfato De Clopidogrel 75Mg Ems Caixa 28 Comprimidos Revestidos,7896004738406,EMS GENERICO,
257,Omeprazol 40Mg Ems Caixa 7 Cápsulas,7896004706856,EMS GENERICO,Omeprazol 40mg EMS Caixa 7 Cápsulas Duras de Liberação Retardada
258,Eno Pastilhas Mastigáveis Sabor Menta com 8 Pastilhas,7896015592332,GLAXO OTC,
259,Pastilhas para garganta Strepsils Sabor Mel e Limão - Caixa 16 Pastilhas,7891035010866,RECKITT BENCKISER,
260,Repoflor Pediátrico 200Mg Com 4 Envelopes,7896004715230,LEGRAND,
261,Cloridrato De Naratriptana 2 5Mg Ems Caixa 4 Comprimidos Revestidos,7896004787725,EMS GENERICO,"Cloridrato de Naratriptana 2,5mg EMS Caixa 4 Comprimidos Revestidos"
262,Puran T4 88Mcg Sanofi Caixa 30 Comprimidos,7897595903365,SANOFI - PRESCRIÇÃO,
263,Nicorette Icemint 2Mg 30 Gomas Mastigáveis,7891010970871,JANSSEN OTC,
264,Sinvastatina 20Mg Ems Caixa 30 Comprimidos Revestidos,7896004710761,EMS GENERICO,
265,Biovicerin Geyer 5Ml 6 Flaconetes,7898100264018,MEGALABS,Biovicerin 1.000.000 Endósporos/ml Geyer Caixa 6 Flaconetes de 5ml Cada
266,Mylanta Plus Sabor Morango Solução Oral 240Ml,7891268404036,JANSSEN OTC,
267,Clotrimazol Creme 10Mg G Ems Caixa 35G 6 Aplicadores,7896004711423,EMS GENERICO,
268,Naprix A Ramipril 5Mg Besilato De Anlodipino 5Mg Libbs Caixa 30 Cápsulas,7896094201392,LIBBS,
269,Paracetamol Gotas 200Mg Ml Genérico Biosintética 15Ml,7896181909712,BIOSINTETICA GENERIC,Paracetamol 200mg/ml Caramelo Aché Caixa 15ml Gotas
270,Lisador Dip 1G Com 20 Comprimidos,7896094916234,HYPERMARCAS PP,
271,Betatrinta Eurofarma Caixa 1 Ampola 1Ml Suspensão Injetável Seringa,7891317103323,EUROFARMA,
272,Omeprazol 20 Mg 14 Cápsulas Ems Genérico,7896004703282,EMS GENERICO,
273,Paracetamol 200Mg Ml Solução Oral 15Ml Ems,7896004700038,EMS GENERICO,Paracetamol 200mg/ml Tutti Frutti EMS Caixa 15ml Gotas
274,Acetato De Dexametasona 1Mg G Ems Caixa 10G,7896004721903,EMS GENERICO,
275,Xarope Antux 30Mg 5Ml Cereja AchêCaixa 120Ml,7896658001789,BIOSINTETICA,
276,Ibupril 300Mg Teuto 20 Comprimidos,7896112140931,TEUTO BRAS,
277,Finasterida 1Mg 30 Comprimidos Genérico Cimed,7896523227542,CIMED,
278,Analgésico Gelol Aerosol 60 Ml,7896094901612,HYPERMARCAS CH,"Gelol 0,0333ml/ml Cosmed Frasco 44g"
279,Cutisanol 100G Gel,7897406119879,CRISTALIA,
280,Vitacid Gel 0 25Mg G Theraskin Caixa 25G,7897129300516,THERASKIN,
281,Tadalafila 20Mg Medley Caixa 1 Comprimido Revestido,7896422501668,MEDLEY GENERICO,
282,Prednisona 5Mg Ems Caixa 20 Comprimidos,7896004706306,EMS GENERICO,
283,Antialérgico Allegra pediátrico 6mg/ml 150 ml,7891058004354,SANOFI - CHC,
284,Florastor Sabor Laranja 6 Sachês 4G,7896006213178,UNIAO QUIMICA SIMILA,
285,Calcitram Mdk 30 Comprimidos Divco,7898040329464,DIVCOM,Calcitran MDK FQM Caixa 30 Comprimidos
