Produto,EAN,Marca,Descrição,Preço sem desconto,Preço com desconto,% de desconto,Farmacia,Região,Cidade
Naproxeno 550 Mg Com 10 Comprimidos Neo Química Genérico,7896714214405,NEO QUIMICA GENERICO,""" Atua como analgésico em cirurgias (pré e pós-operatório), afecções
músculoesqueléticas, traumatismos, ginecologia (anexites, parametrites, cervicites, salpingites, oforites), como anti-infl amatório em urologia (cistites, uretrites, prostatites, epididimites, orquites). """,26.55,22.86,14.0%,Santo Remedio,Sudeste,Sao Paulo
Losartana Potsica 50 Mg 30 Comprimidos Neo Química Genérico,7896714208565,NEO QUIMICA GENERICO,,9.61,8.49,12.0%,Santo Remedio,Sudeste,Sao Paulo
Simeticona 125Mg Com 10 Cápsulas,7896422508742,MEDLEY GENERICO,,27.45,13.49,51.0%,Santo Remedio,Sudeste,Sao Paulo
Dipirona Sódica 50Mg Ml 50Ml Solução Oral Ems,7896004715674,EMS GENERICO,,18.62,17.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Tiorfan 100Mg Bago Caixa 9 Cápsulas,7898906376410,BAGO,Tiorfan 100mg Bagó Caixa 9 Cápsulas,54.31,50.51,7.0%,Santo Remedio,Sudeste,Sao Paulo
Novorapid 100U Ml Novo Nordisk Flexpen Caixa 3Ml Solução Injetável,7897705201831,NOVO NORDISK,,62.82,55.28,12.0%,Santo Remedio,Sudeste,Sao Paulo
Tadalafila 20Mg Ems Caixa 2 Comprimidos Revestidos,7896004749631,EMS GENERICO,Tadalafila 20mg EMS Caixa 2 Comprimidos Revestidos,,,,Santo Remedio,Sudeste,Sao Paulo
Feminis Caixa 30 Cap,7891317009502,EUROFARMA,,142.09,117.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Ivermectina 6Mg Vitamedic Caixa 4 Comprimidos,7898049793310,VITAMEDIC,Ivermectina 6mg Vitamedic Caixa 4 Comprimidos,35.74,19.99,44.0%,Santo Remedio,Sudeste,Sao Paulo
MULTIGRIP 20CPR,7896472501823,EMS OTC,,27.37,26.99,1.0%,Santo Remedio,Sudeste,Sao Paulo
Losartana Potsica 50Mg Teuto Caixa 30 Comprimidos Revestidos,7896112114185,TEUTO BRAS,,9.46,6.49,31.0%,Santo Remedio,Sudeste,Sao Paulo
Muvinlax 20 Envelopes 14G,7896094201637,LIBBS,Pó para Preparação Extemporânea Laxante Muvinlax Limão sem Adição de Açúcar Libbs Caixa 20 Unidades de 14g Cada,50.08,47.99,4.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Cloridrato De Bromexina 4Mg 120Ml Xarope Pediatrico Ems,7896004720241,EMS GENERICO,,15.86,14.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Dexametasona 4 0Mg Ems Caixa 10 Comprimidos,7896004712147,EMS GENERICO,,15.77,13.49,14.0%,Santo Remedio,Sudeste,Sao Paulo
Benegrip 20 Comprimidos Revestidos 500Mg 30Mg 2Mg,7896094904682,HYPERMARCAS CH,,38.51,35.85,7.0%,Santo Remedio,Sudeste,Sao Paulo
Luftal Gotas Simeticona 75mg/ml - 15ml,7896016804915,RECKITT BENCKISER,,51.99,26.99,48.0%,Santo Remedio,Sudeste,Sao Paulo
Omeprazol 20Mg 56 Cápsulas Genérico Cimed,7896523227191,CIMED,,40.03,24.49,39.0%,Santo Remedio,Sudeste,Sao Paulo
Chá para Gripe Vick Pyrena Sabor Maçã e Canela 5g,75029173,PROCTER&GAMBLE MED,,4.63,3.99,14.0%,Santo Remedio,Sudeste,Sao Paulo
Decongex Plus 120Ml Xarope Aché,7896658001918,ACHE,,25.09,23.24,7.0%,Santo Remedio,Sudeste,Sao Paulo
Vonau Flash 4Mg Biolab Caixa 10 Comprimidos,7896241296523,BIOLAB SANUS,Vonau Flash 4mg Biolab Caixa 10 Comprimidos de Desintegração Oral,46.11,42.88,7.0%,Santo Remedio,Sudeste,Sao Paulo
Antisséptico Tópico Merthiolate Spray 30Ml,7896094917354,HYPERMARCAS CH,,26.35,25.67,3.0%,Santo Remedio,Sudeste,Sao Paulo
Losartana Potsica 50Mg Ems Caixa 30 Comprimidos Revestidos,7896004706795,EMS GENERICO,,,,,Santo Remedio,Sudeste,Sao Paulo
Atroveran Dip 1G 10 Comprimidos,7896094915374,HYPERMARCAS CH,,16.1,14.91,7.0%,Santo Remedio,Sudeste,Sao Paulo
Laxante Fitoterápico Lacto Purga Blister 6 Comprimidos,7896094903234,HYPERMARCAS CH,,5.58,5.29,5.0%,Santo Remedio,Sudeste,Sao Paulo
Doril Enxaqueca Com 18 Comprimidos,7896094908529,HYPERMARCAS CH,,41.1,31.99,22.0%,Santo Remedio,Sudeste,Sao Paulo
Nimesulida 100Mg Ems Caixa 12 Comprimidos,7896004704036,EMS GENERICO,,20.81,9.99,52.0%,Santo Remedio,Sudeste,Sao Paulo
Cetoprofeno 150Mg Eurofarma Caixa 10 Comprimidos,7891317001926,EUROFARMA GENERICO,Cetoprofeno 150mg Eurofarma Caixa 10 Comprimidos de Liberação Prolongada,51.1,29.49,42.0%,Santo Remedio,Sudeste,Sao Paulo
Furosemida 40Mg Teuto Caixa 20 Comprimidos,7896112170310,TEUTO BRAS,,8.59,8.49,1.0%,Santo Remedio,Sudeste,Sao Paulo
Salsep Jet 100Ml 0 9%Mg,7896094209701,LIBBS,,41.14,39.91,3.0%,Santo Remedio,Sudeste,Sao Paulo
Predsim 20Mg Mantecorp Farmasa Caixa 10 Comprimidos,7891142177056,HYPERMARCAS PP,,37.75,35.86,5.0%,Santo Remedio,Sudeste,Sao Paulo
Pantoprazol Sádico Sesqui Hidratado 20Mg Ems Caixa 28 Comprimidos Revestidos,7896004705989,EMS GENERICO,Pantoprazol Sódico Sesqui-Hidratado 20mg EMS Caixa 28 Comprimidos Revestidos de Liberação Retardada,30.63,18.99,38.0%,Santo Remedio,Sudeste,Sao Paulo
Lidopass Pomada Laranja,7898075310901,CIMED,,22.53,15.0,33.0%,Santo Remedio,Sudeste,Sao Paulo
Vasopril 10Mg Biolab Caixa 30 Comprimidos,7896241293669,BIOLAB SANUS,,37.85,8.99,76.0%,Santo Remedio,Sudeste,Sao Paulo
Água De Flor De Laranj 100Ml Lapo,7898048691419,LAPON,,14.73,13.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
L Enema 130Ml,7898133139420,NATULAB,L-Enema Natulab Caixa 130ml Solução Retal,25.02,21.99,12.0%,Santo Remedio,Sudeste,Sao Paulo
FLOGORAL 12PAST LARANJA,7896658005442,ACHE,,17.62,17.11,3.0%,Santo Remedio,Sudeste,Sao Paulo
Decongex Plus Com 4 Comprimidos,7896658007996,ACHE,Decongex Plus Aché 4 Comprimidos,9.78,9.49,3.0%,Santo Remedio,Sudeste,Sao Paulo
Seki Xarope 120Ml 3 54Mg,7898074618183,ZAMBON,,29.96,29.49,2.0%,Santo Remedio,Sudeste,Sao Paulo
Hytós Plus Xarope 100Ml União Química,7896006259701,UNIAO QUIMICA SIMILA,,29.02,26.57,8.0%,Santo Remedio,Sudeste,Sao Paulo
Naridrin Ems Adulto Caixa 15Ml,7896004803456,EMS SIMILAR,Naridrin EMS Adulto Caixa 15ml,23.17,15.99,31.0%,Santo Remedio,Sudeste,Sao Paulo
Antigripal Benegrip Multi Noite 4 Comprimidos,7896094918603,HYPERMARCAS CH,,12.06,10.99,9.0%,Santo Remedio,Sudeste,Sao Paulo
Sumaxpro Libbs Caixa 2 Comprimidos Revestidos,7896094208278,LIBBS,,41.69,38.77,7.0%,Santo Remedio,Sudeste,Sao Paulo
Luftal Gel Caps Simeticona 125mg - 10 Cápsulas Gelatinosas,7896016804939,RECKITT BENCKISER,,28.68,24.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Aerolin Spray 100Mcg Gsk Caixa 14 6Ml 200 Doses,7896269900150,GLAXOSMITHKLINE,"Aerolin Spray 100mcg GSK Caixa 14,6ml 200 Doses",45.07,21.49,52.0%,Santo Remedio,Sudeste,Sao Paulo
Apracur 6 Comprimidos Revestidos 1Mg 100Mg 50Mg,7891104193087,HYPERMARCAS CH,,11.59,10.99,5.0%,Santo Remedio,Sudeste,Sao Paulo
Puran T4 125Mcg Sanofi Caixa 30 Comprimidos,7897595901446,SANOFI - PRESCRIÇÃO,Puran T4 125mcg Sanofi Caixa 30 Comprimidos,24.08,22.64,6.0%,Santo Remedio,Sudeste,Sao Paulo
Ciflogex Laranja 3Mg Cimed Caixa 12 Pastilhas,7896523216454,CIMED,,16.15,15.49,4.0%,Santo Remedio,Sudeste,Sao Paulo
Dramin B6 Takeda Caixa 30Ml Solução Oral,7896094922075,HYPERMARCAS PP,Dramin B6 Takeda Caixa 30ml Solução Oral,23.49,22.32,5.0%,Santo Remedio,Sudeste,Sao Paulo
Gelol 52 5Mg G Pomada 20G,7896094901582,HYPERMARCAS CH,"Gelol 52,5mg/g Cosmed Caixa 20g",24.85,23.61,5.0%,Santo Remedio,Sudeste,Sao Paulo
Xigduo Xr 5 1000Mg Caixa 60 Comp Rev,5000456028370,ASTRAZENECA,,252.87,196.0,22.0%,Santo Remedio,Sudeste,Sao Paulo
Fluconazol 150Mg Medley Caixa 2 Cápsulas,7896422505079,MEDLEY GENERICO,,41.92,13.49,68.0%,Santo Remedio,Sudeste,Sao Paulo
Cloridrato De Dorzolamida Maleato De Timolol Teuto Caixa 5Ml Solução Oftálmica,7896112129653,TEUTO BRAS,,,,,Santo Remedio,Sudeste,Sao Paulo
Ibuprofeno 400 Mg Neo Química,7896714211275,NEO QUIMICA GENERICO,"Indicação: para redução da febre e para alívio temporário de dores leves a moderadas, como dor de cabeça, cólica menstrual, dor de dente, dor associada às gripes e resfriados, dor muscular, dor na parte inferior das costas (dor lombar), dor associada a processos infl amatórios e/ou traumáticos (como entorses e distensões), dor leve associada à infl amação de articulações, dor ocasionada por problemas reumáticos não relacionados com articulações.",25.54,16.32,36.0%,Santo Remedio,Sudeste,Sao Paulo
Tylenol Gotas 15Ml 200Mg,7896212479924,JANSSEN OTC,,45.79,35.99,21.0%,Santo Remedio,Sudeste,Sao Paulo
Luftal Gotas Simeticona 75mg/ml - 30ml,7896016808302,RECKITT BENCKISER,,57.46,49.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Lasix 40Mg Sanofi Caixa 20 Comprimidos,7891058431037,SANOFI - PRESCRIÇÃO,,24.23,22.78,6.0%,Santo Remedio,Sudeste,Sao Paulo
Cimed Ciflogex,7896523206288,CIMED,"Ciflogex Spray Menta 1,5mg/ml Cimed Caixa 30ml",18.29,15.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Ibuprofeno 100Mg Ml Suspensão Oral 20Ml Medley,7896422519830,MEDLEY GENERICO,Ibuprofeno Frutas sem Açúcar 100mg Medley Caixa 20ml,16.47,15.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Aciclovir 50 Mg G Creme Dermatológico Cimed Genérico,7896523207629,CIMED,,30.43,18.99,38.0%,Santo Remedio,Sudeste,Sao Paulo
Regulador Intestinal 20 Bi 10 Cápsulas,7891317019303,MOMENTA FARMACEUTICA,20 Bi Momenta 335mg Caixa 10 Cápsulas,89.97,84.46,6.0%,Santo Remedio,Sudeste,Sao Paulo
Gripinew 6Cp,7896862926120,MEDQUIMICA,,10.57,4.99,53.0%,Santo Remedio,Sudeste,Sao Paulo
Neomicina+Bacitracina Pomada 15Gr Genérico Cimed,7896523209142,CIMED,,12.39,11.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Dipirona Monoidratada 500Mg Ml Solução Oral 10Ml Ems,7896004715841,EMS GENERICO,,,,,Santo Remedio,Sudeste,Sao Paulo
Puran T4 100Mcg Sanofi Caixa 30 Comprimidos,7897595901033,SANOFI - PRESCRIÇÃO,,16.4,15.42,6.0%,Santo Remedio,Sudeste,Sao Paulo
CataflamPRO Emulgel Tripla Ação Analgésico Anti-Inflamatório para Tratamento da Inflamação e Dor Muscular com 30g,7896261014244,GLAXO OTC,,21.59,20.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
Epocler Abacaxi Com 6 Flaconetes,7896094909182,HYPERMARCAS CH,,22.36,22.19,1.0%,Santo Remedio,Sudeste,Sao Paulo
Analgésico Dorflex Uno Enxaqueca 1g 20 Comprimidos,7891058000103,SANOFI - CHC,,27.05,21.99,19.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Desloratadina 0 5Mg Ml Medley Caixa 60Ml Seringa Dosadora,7896422521260,MEDLEY GENERICO,"Xarope Desloratadina 0,5mg/ml Medley Caixa 60ml + Seringa Dosadora",46.73,24.99,47.0%,Santo Remedio,Sudeste,Sao Paulo
Biozinc Kids 2Mg 0 5Ml 75Ml Solução Aché,7896658026850,ACHE,Suplemento Mineral à Base de Zinco Guaraná Bio Zinc Kids Caixa 75ml,43.31,41.14,5.0%,Santo Remedio,Sudeste,Sao Paulo
Torsilax Neo Química 4 Comprimidos,7896714257594,NEO QUÍMICA,Torsilax Neo Química 4 Comprimidos,6.16,3.99,35.0%,Santo Remedio,Sudeste,Sao Paulo
Benegrip Multi Frutas Vermelhas Solução 240Ml,7896094905825,HYPERMARCAS CH,Benegrip Multi Frutas Vermelhas Cosmed Frasco 240ml,40.08,32.99,18.0%,Santo Remedio,Sudeste,Sao Paulo
Rinosoro Jet 0 9% Infantil Spray 100Ml,7896094917385,HYPERMARCAS PP,"Rinosoro Jet Infantil 9,0mg/ml Mantecorp Farmasa Caixa 100ml",51.19,39.9,22.0%,Santo Remedio,Sudeste,Sao Paulo
Lantus Solostar 100U Ml Sanofi Caixa 3Ml Solução Injetável,7891058003029,SANOFI - PRESCRIÇÃO,,118.09,102.74,13.0%,Santo Remedio,Sudeste,Sao Paulo
Colírio Lacrifilm 10Ml Solução Oftámilca Genom,7896006291398,GENOM,,32.23,28.99,10.0%,Santo Remedio,Sudeste,Sao Paulo
Suplemento Vitamínico E Mineral Zirvit Kids 150Ml Suspensão Arese Pharma,7899824401031,ARESE,,77.31,73.44,5.0%,Santo Remedio,Sudeste,Sao Paulo
Hidróxido De Alumínio 61 5 Mg Ems,7896004701288,EMS GENERICO,Hidróxido de Alumínio Hortelã sem Açúcar EMS Caixa 240ml + Copo Medida,20.78,14.99,28.0%,Santo Remedio,Sudeste,Sao Paulo
Materna 30 Comprimidos Revestidos,7891045031257,NESTLE,,79.99,64.59,19.0%,Santo Remedio,Sudeste,Sao Paulo
Nimesulida 100Mg Caixa 12 Comp,7899547529616,PRATTI-DONADUZZI,,16.25,6.49,60.0%,Santo Remedio,Sudeste,Sao Paulo
Pantoprazol 40Mg 42 Comprimidos Genérico Cimed,7896523226323,CIMED,,138.41,31.99,77.0%,Santo Remedio,Sudeste,Sao Paulo
Tratamento da candidíase Gino-Canesten® Creme Vaginal - 6 dias,7891106001762,BAYER OTC,"Mais comum do que se imagina, 3 em cada 4 mulheres podem ter Candidíase durante suas vidas.
A coceira vaginal e o corrimento branco espesso são os sintomas mais comuns.
Mesmo sendo bastante desagradável, é fácil de ser tratada! Gino-Canesten® resolve a candidíase em 6 aplicações aliviando os sintomas desde o primeiro uso.",78.26,77.99,0.0%,Santo Remedio,Sudeste,Sao Paulo
Secnidazol 1000Mg Bl X 2 Comp,7897595631510,SANDOZ,,25.54,16.99,33.0%,Santo Remedio,Sudeste,Sao Paulo
Dipirona Sádica 500Mg 10 Comprimidos,7899547537208,PRATTI-DONADUZZI,,6.21,4.99,20.0%,Santo Remedio,Sudeste,Sao Paulo
Sintocalmy 600Mg 30 Comprimidos Revestidos,7896658021428,ACHE,,80.9,78.36,3.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Abrilar 7Mg Ml Fqm Caixa 100Ml Copo Medida,7898040320973,FQM,,45.65,42.45,7.0%,Santo Remedio,Sudeste,Sao Paulo
Estomazil Abacaxi 10 Comprimidos Mastigáveis,7896094903777,HYPERMARCAS CH,,8.97,8.69,3.0%,Santo Remedio,Sudeste,Sao Paulo
Diclof Dietilam Gel 60G Genérico Cimed,7896523207803,CIMED,,19.26,9.99,48.0%,Santo Remedio,Sudeste,Sao Paulo
Avide 100Mg AchêCaixa 9 Cápsulas,7896658026195,ACHE,,53.64,49.89,7.0%,Santo Remedio,Sudeste,Sao Paulo
Florax Sm Adulto Sabor Framboesa 5 Flaconetes Hebro,7896685301654,HEBRON,,53.13,51.99,2.0%,Santo Remedio,Sudeste,Sao Paulo
Cloridrato De Naratriptana 2 5Mg Nova Química Caixa 10 Comprimidos Revestidos,7895296105040,NOVA QUIMICA,,39.21,33.99,13.0%,Santo Remedio,Sudeste,Sao Paulo
Naldecon Pack Dia e Noite - Caixa 24 Comprimidos,7896016807213,RECKITT BENCKISER,,50.67,48.13,5.0%,Santo Remedio,Sudeste,Sao Paulo
Colidis 5Ml,7896658027796,ACHE,,139.37,132.4,5.0%,Santo Remedio,Sudeste,Sao Paulo
Insulina Tresiba Flextouch 100U Ml Com 1 Caneta,7897705201916,NOVO NORDISK,,213.44,213.44,,Santo Remedio,Sudeste,Sao Paulo
Lidocaína 50Mg G Ems Caixa 25G,7896004722467,EMS GENERICO,,18.4,17.49,5.0%,Santo Remedio,Sudeste,Sao Paulo
Lacrifilm 15Ml Solução Oftálmica Genom,7896006290216,GENOM,Lacrifilm 5mg/ml Genom Caixa 15ml Solução Oftálmica Estéril,40.83,33.99,17.0%,Santo Remedio,Sudeste,Sao Paulo
Descongestionante Nasal Salsep Spray 50Ml,7896094201514,LIBBS,,25.28,24.96,1.0%,Santo Remedio,Sudeste,Sao Paulo
Xarope Desloratadina 0 5Mg Ml Medley Caixa 100Ml Seringa Dosadora,7896422521277,MEDLEY GENERICO,,69.45,39.99,42.0%,Santo Remedio,Sudeste,Sao Paulo
Nesina 25Mg Takeda Caixa 30 Comprimidos Revestidos,7896641809170,HYPERMARCAS PP,,176.45,133.11,25.0%,Santo Remedio,Sudeste,Sao Paulo
Metildopa 500Mg Ems Caixa 30 Comprimidos Revestidos,7896004703473,EMS GENERICO,,56.09,53.99,4.0%,Santo Remedio,Sudeste,Sao Paulo
Gastrol Com 20 Pastilhas,7896622300443,HYPERMARCAS CH,,19.95,19.37,3.0%,Santo Remedio,Sudeste,Sao Paulo
Glibenclamida 5Mg Ems Caixa 30 Comprimidos,7896004706474,EMS GENERICO,,15.21,5.49,64.0%,Santo Remedio,Sudeste,Sao Paulo
Analgésico Flanax 275mg Bayer com 8 comprimidos,7891106913683,BAYER OTC,,13.91,13.21,5.0%,Santo Remedio,Sudeste,Sao Paulo
Doril Enxaqueca 4 Comprimidos,7896094910546,HYPERMARCAS CH,Doril Enxaqueca Cosmed 4 Comprimidos Revestidos,10.04,9.99,0.0%,Santo Remedio,Sudeste,Sao Paulo
Comprimidos Efervescentes Cebion Vitamina C sabor Laranja 10 Comprimidos,7891721100017,PROCTER&GAMBLE MED,,18.11,10.99,39.0%,Santo Remedio,Sudeste,Sao Paulo
Polaramine Solução Oral 120Ml 0 4Mg,7891142171757,HYPERMARCAS CH,,34.17,31.75,7.0%,Santo Remedio,Sudeste,Sao Paulo
Mononitrato De Isossorbida 20Mg AchêCaixa 30 Comprimidos,7896181908302,BIOSINTETICA GENERIC,,13.73,11.49,16.0%,Santo Remedio,Sudeste,Sao Paulo
Citrato De Sildenafila 50Mg Medley Caixa 4 Comprimidos Revestidos,7896422525190,MEDLEY GENERICO,Citrato de Sildenafila 50mg Medley Caixa 4 Comprimidos Revestidos,19.19,13.49,30.0%,Santo Remedio,Sudeste,Sao Paulo
Rehidrat 90 Pó 4 Envelopes,7891317007478,SUPERA FARMA,,44.02,41.81,5.0%,Santo Remedio,Sudeste,Sao Paulo
Floratil Po 200Mg 4 Envelópes,7898040329570,DIVCOM,Floratil 200mg Merck Caixa 4 Unidades de 1g Cada,41.1,40.99,0.0%,Santo Remedio,Sudeste,Sao Paulo
Creme Protetor Hipoglos 80G Amêndoas,7891010249960,JANSSEN OTC,,59.1,49.99,15.0%,Santo Remedio,Sudeste,Sao Paulo
Clotrimazol 20Mg G Medley Caixa 20G 3 Aplicadores Descartáveis,7896422506434,MEDLEY GENERICO,,61.08,43.49,29.0%,Santo Remedio,Sudeste,Sao Paulo
VICK PYRENA BOX MEL E LIMAO 5ENV D,7501001310288,PROCTER&GAMBLE MED,,20.32,15.99,21.0%,Santo Remedio,Sudeste,Sao Paulo
Hidralyte 45 Sabor Água De Coco 500Ml Natulab,7898133139253,NATULAB,,24.66,17.99,27.0%,Santo Remedio,Sudeste,Sao Paulo
Florax Sm Framboesa 25Ml Solução Pediátrica,7896685301661,HEBRON,,41.05,40.5,1.0%,Santo Remedio,Sudeste,Sao Paulo
Neo Loratadin 12 Comprimidos 10Mg,7896714240206,NEO QUÍMICA,Neo Loratadin 10mg Antialérgico Neo Química Caixa 12 Comprimidos,16.38,7.99,51.0%,Santo Remedio,Sudeste,Sao Paulo
Floratil 100Mg Com 12 Cápsulas,7898040329648,DIVCOM,,53.52,51.99,3.0%,Santo Remedio,Sudeste,Sao Paulo
